U01;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9000283;Minister of Security;ムバラク・ベッカル;36;LWR;Prince of Terror;high;M531025;x
9000284;Head of Military Intelligence;アッラル・エル＝ファシ;42;SC;Political Specialist;high;M531011;x
9000285;Head of Military Intelligence;ムバラク・ベッカル;46;SC;Industrial Specialist;high;M531025;x
9000286;Head of Military Intelligence;アフメド・ドリミ;36;LWR;Logistics Specialist;high;M531028;x
9000287;Chief of Staff;ジャック・ド・ラ・ボラルディエル;42;SC;School of Mass Combat;high;M531029;x
9000288;Chief of Staff;マフード・ガルバウイ;45;SC;School of Psychology;high;M531030;x
9000289;Chief of Staff;イスレム・ハジラ;36;LWR;School of Mass Combat;high;M531031;x
9000290;Chief of Staff;マフード・ガルバウイ;45;LWR;School of Psychology;high;M531030;x
9000291;Chief of Army;ジョルジュ・ジャンペラン;42;SC;Armoured Spearhead Doctrine;high;M531033;x
9000292;Chief of Army;アブダッラー・ヌミチ;45;SC;Static Defence Doctrine;high;M531034;x
9000293;Chief of Army;イスレム・ハジラ;36;LWR;Elastic Defence Doctrine;high;M531031;x
9000294;Chief of Army;アブダッラー・ヌミチ;44;LWR;Static Defence Doctrine;high;M531034;x
9000295;Chief of Navy;ジャメル・アブデルムネム;45;SC;Power Projection Doctrine;high;M531037;x
9000296;Chief of Navy;ルネ・カサン;36;LWR;Base Control Doctrine;high;M531022;x
9000297;Chief of Navy;ジャメル・アブデルムネム;45;LWR;Power Projection Doctrine;high;M531037;x
9000298;Chief of Air Force;クリスチャン・マルテル;42;SC;Air Superiority Doctrine;high;M531040;x
9000299;Chief of Air Force;ファウジ・ジュマナ;45;SC;Vertical Envelopment Doctrine;high;M531041;x
9000300;Chief of Air Force;アフメド・ドリミ;36;LWR;Carpet Bombing Doctrine;high;M531028;x
9000301;Chief of Air Force;ファウジ・ジュマナ;45;LWR;Vertical Envelopment Doctrine;high;M531041;x
9000302;Head of State;レオン・カイラ;36;SC;Resigned Generalissimo;high;M538001;x
9000303;Head of Government;レオン・カイラ;36;SC;Old General;high;M538001;x
9000304;Foreign Minister;ピエール・ジャン・エルバンジェ;36;SC;Apologetic Clerk;high;M538003;x
9000305;Minister of Armament;フランソワ・ド・マントン;36;SC;Resource Industrialist;high;M538004;x
9000306;Minister of Security;アンリ・マニガール;36;SC;Crime Fighter;high;M538005;x
9000307;Head of Military Intelligence;アルマン・アネ;36;SC;Industrial Specialist;high;M538006;x
9000308;Chief of Staff;アンリ・アミエル;36;SC;School of Manoeuvre;high;M538007;x
9000309;Chief of Army;アンリ・アミエル;36;SC;Armoured Spearhead Doctrine;high;M538007;x
9000310;Chief of Navy;ジョルジュ・ド・バルベジエール;36;SC;Base Control Doctrine;high;M538009;x
9000311;Chief of Air Force;マクス・ゲジ;36;SC;Naval Aviation Doctrine;high;M538010;x
9000312;Head of State;アルマン・アネ;39;SL;Barking Buffoon;high;M538006;x
9000313;Head of State;ポール・ル・ジャンティロム;40;SC;Pig-headed Isolationist;high;L24108;x
9000314;Head of State;ピエール・ド・サン＝マール;43;SL;Die-hard Reformer;high;M535007;x
9000315;Head of State;マルセル・ド・コペ;46;SL;Popular Figurehead;high;M538014;x
9000316;Head of State;フィリベール・チラナナ;36;PA;Insignificant Layman;high;M538015;x
9000317;Head of Government;アルマン・アネ;39;SL;Political Protege;high;M538006;x
9000318;Head of Government;ポール・ル・ジャンティロム;40;SC;Flamboyant Tough Guy;high;L24108;x
9000319;Head of Government;ピエール・ド・サン＝マール;43;SL;Smiling Oilman;high;M535007;x
9000320;Head of Government;マルセル・ド・コペ;46;SL;Backroom Backstabber;high;M538014;x
9000321;Head of Government;フィリベール・チラナナ;36;PA;Naive Optimist;high;M538015;x
9000322;Foreign Minister;ルネ・ルモワンヌ;42;SL;Great Compromiser;high;M538021;x
9000323;Foreign Minister;ジャン・ジョール・ラザフィンドラコト;36;PA;Biased Intellectual;high;M538022;x
9000324;Minister of Armament;ポール・ヴィベール;41;SL;Submarine Proponent;high;M538023;x
9000325;Minister of Armament;ラミリソン・ランドリアマンピアニナ;36;PA;Tank Proponent;high;M538024;x
9000326;Minister of Armament;リヴァ・ラハリソン;43;PA;laissez-faire capitalist;high;M538025;x
9000327;Minister of Security;ジャン・ピエール・ガブリエル;43;SL;Efficient Sociopath;high;M538026;x
9000328;Minister of Security;ウジェーヌ・ラコトンドラマリ;36;PA;Silent Lawyer;high;M538027;x
9000329;Head of Military Intelligence;マルセル・ド・コペ;43;SL;Logistics Specialist;high;M538014;x
9000330;Head of Military Intelligence;ウルモン・L・ジャム;36;PA;Dismal Enigma;high;M538029;x
9000331;Chief of Staff;ポール・ル・ジャンティロム;40;SC;School of Mass Combat;high;L24108;x
9000332;Chief of Staff;ジョゼフ・ラコトンドランドリア;36;PA;School of Fire Support;high;M538031;x
9000333;Chief of Army;ピエール・ド・サン＝マール;42;SL;Decisive Battle Doctrine;high;M535007;x
9000334;Chief of Army;ラフェノ・ファンジャヴァ;36;PA;Armoured Spearhead Doctrine;high;M538033;x
9000335;Chief of Navy;ジャン＝マリ・ケルヴィル;42;SL;Open Seas Doctrine;high;M538034;x
9000336;Chief of Navy;オリヴィエ・ランドリアナンテナイナ;36;PA;Decisive Naval Battle Doctrine;high;M538035;x
9000337;Chief of Air Force;マクス・アンドローエ;44;SL;Carpet Bombing Doctrine;high;M538036;x
9000338;Chief of Air Force;ソロモン・ラベマノエラ;36;PA;Vertical Envelopment Doctrine;high;M538037;x
9000339;Head of State;サー・バーナード・H・ブーディロン;36;ML;Powerhungry Demagogue;high;M552001;x
9000340;Head of Government;ジョン・E・シュックバー;36;ML;Political Protege;high;M552002;x
9000341;Foreign Minister;サー・アラン・C・M・バーンズ;36;ML;Great Compromiser;high;M551002;x
9000342;Minister of Armament;サー・アーサー・F・リチャーズ;36;ML;Resource Industrialist;high;M552004;x
9000343;Minister of Security;ウィリアム・ベイカー＝モリス;36;ML;Man of the People;high;M552005;x
9000344;Head of Military Intelligence;リチャード・マクマヌス;36;ML;Naval Intelligence Specialist;high;M552006;x
9000345;Chief of Staff;D・T・バンクス＝マクドナルド;36;ML;School of Fire Support;high;L1021;x
9000346;Chief of Army;ウィリアム・P・S・デ・リイル;36;ML;Elastic Defence Doctrine;high;L1097;x
9000347;Chief of Navy;W・B・マナーズ;36;ML;Power Projection Doctrine;high;L1369;x
9000348;Chief of Air Force;W・L・ブリル;36;ML;Army Aviation Doctrine;high;L1419;x
9000349;Head of State;ヌナムディ・アジキウェ博士;36;SD;Benevolent Gentleman;high;M552011;x
9000350;Head of State;トーマス・アイアンサイド;36;PA;Weary Stiffneck;high;M552012;x
9000351;Head of Government;サー・アブババル・タファワ・バレワ;36;SD;Silent Workhorse;high;M552013;x
9000352;Head of Government;レオン・ブシャール;36;PA;Ambitious Union Boss;high;M552014;x
9000353;Foreign Minister;スチュアート・マクモリス;36;SD;Ideological Crusader;high;M552015;x
9000354;Foreign Minister;W・E・B・デュボア;36;PA;Iron Fisted Brute;high;M552016;x
9000355;Minister of Armament;ヤフ・アウコ＝イディティ;36;SD;Battle Fleet Proponent;high;M552017;x
9000356;Minister of Armament;ナイジェル・ファーガソン;36;PA;Air Superiority Proponent;high;M552018;x
9000357;Minister of Security;モハマッド・オカジヤブ;36;SD;Compassionate Gentleman;high;M552019;x
9000358;Minister of Security;ジェームズ・モンフォード;36;PA;Back Stabber;high;M552020;x
9000359;Head of Military Intelligence;ジョンソン・アユイイ＝イロンシ;36;SD;Logistics Specialist;high;M552021;x
9000360;Head of Military Intelligence;ローデリック・スミス＝キーズ;36;PA;Dismal Enigma;high;M552022;x
9000361;Chief of Staff;ヤクブ・ゴウォン;36;SD;School of Manoeuvre;high;M552023;x
9000362;Chief of Staff;ポヴァ・ディッキンソン;36;PA;School of Mass Combat;high;L1104;x
9000363;Chief of Army;ジョンソン・アユイイ＝イロンシ;36;SD;Static Defence Doctrine;high;M552021;x
9000364;Chief of Army;H・F・L・ヒルトン＝グリーン;36;PA;Decisive Battle Doctrine;high;L1164;x
9000365;Chief of Navy;ハミルトン・アルラ;36;SD;Decisive Naval Battle Doctrine;high;M552027;x
9000366;Chief of Navy;イグナシオ・ビリャヌエバ;36;PA;Open Seas Doctrine;high;M552028;x
9000367;Chief of Air Force;イファール・イリシュノ;36;SD;Air Superiority Doctrine;high;M552029;x
9000368;Chief of Air Force;ローリー・リーガン;36;PA;Naval Aviation Doctrine;high;L1472;x
9000369;Head of State;マルセル・ド・コペ;36;SL;Popular Figurehead;high;M538014;x
9000370;Head of Government;オズワルド・デュランド;36;SL;Ambitious Union Boss;high;M533026;x
9000371;Foreign Minister;フェルディナンド・J・L・ルージェ;36;SL;Iron Fisted Brute;high;M539003;x
9000372;Minister of Armament;ピエール・ボワソン;36;SL;Theoretical Scientist;high;M534010;x
9000373;Minister of Security;マルティン・カイラ;36;SL;Compassionate Gentleman;high;M539005;x
9000374;Head of Military Intelligence;クリスティアン・レグレ;36;SL;Logistics Specialist;high;M539006;x
9000375;Chief of Staff;ピエール・シャルル・クールネール;36;SL;School of Fire Support;high;M534004;x
9000376;Chief of Army;ジャン＝ルイ・ベイリエ;36;SL;Guns and Butter Doctrine;high;M539008;x
9000377;Chief of Navy;ピエール・ポンシャルデイア;36;SL;Open Seas Doctrine;high;M539009;x
9000378;Chief of Air Force;アンリ・トゥールト;36;SL;Vertical Envelopment Doctrine;high;M539010;x
9000379;Head of State;レオン・カイラ;38;SL;Resigned Generalissimo;high;M538001;x
9000380;Head of State;ピエール・ボワソン;40;SL;Powerhungry Demagogue;high;M534010;x
9000381;Head of State;ピエール・シャルル・クールネール;43;SL;Insignificant Layman;high;M534004;x
9000382;Head of State;レネ・V・M・バルト;46;SL;Pig-headed Isolationist;high;M539014;x
9000383;Head of State;マルティン・カイラ;36;PA;Benevolent Gentleman;high;M539005;x
9000384;Head of State;レオポルド・セダール・サンゴール;36;LWR;Die-hard Reformer;high;M539016;x
9000385;Head of Government;ジャン＝ルイ・ベイリエ;38;SL;Naive Optimist;high;M539008;x
9000386;Head of Government;クリスティアン・レグレ;44;SL;Political Protege;high;M539006;x
9000387;Head of Government;アンリ・ド・モデュイ;45;SL;Corporate Suit;high;M533025;x
9000388;Head of Government;フェルディナンド・J・L・ルージェ;36;PA;Backroom Backstabber;high;M539003;x
9000389;Head of Government;モクタール・ウルド・ダッダ;36;LWR;Silent Workhorse;high;M539021;x
9000390;Foreign Minister;ジャン・デザンティ;38;SL;Biased Intellectual;high;M539022;x
9000391;Foreign Minister;オーギュスト・カルヴェル;42;SL;Apologetic Clerk;high;M539023;x
9000392;Foreign Minister;ジャン＝ルイ・ベイリエ;36;PA;General Staffer;high;M539008;x
9000393;Foreign Minister;モディボ・ケイタ;36;LWR;Apologetic Clerk;high;M539025;x
9000394;Minister of Armament;モーリス・ギョード;39;SL;Tank Proponent;high;M539026;x
9000395;Minister of Armament;レオポルド・セダール・サンゴール;43;SL;Administrative Genius;high;M539016;x
9000396;Minister of Armament;クリスティアン・レグレ;36;PA;Air Superiority Proponent;high;M539006;x
9000397;Minister of Armament;ママドゥー・ディア;36;LWR;Battle Fleet Proponent;high;M539029;x
9000398;Minister of Security;ジャン・クルエ・デ・ペルシェ;42;SL;Prince of Terror;high;M539030;x
9000399;Minister of Security;ポール・リベイレ;45;SL;Efficient Sociopath;high;M539031;x
9000400;Minister of Security;オズワルド・デュランド;36;PA;Back Stabber;high;M533026;x
9000401;Minister of Security;フィリ・ダボ・シソコ;43;PA;Crime Fighter;high;M539033;x
9000402;Minister of Security;ママドゥー・コナテ;36;LWR;Prince of Terror;high;M539034;x
9000403;Head of Military Intelligence;レネ・V・M・バルト;43;SL;Political Specialist;high;M539014;x
9000404;Head of Military Intelligence;マルティン・カイラ;36;PA;Dismal Enigma;high;M539005;x
9000405;Head of Military Intelligence;アウア・ケイタ;36;LWR;Industrial Specialist;high;M539037;x
9000406;Chief of Staff;ポール・モゲズ;43;SL;School of Psychology;high;M539038;x
9000407;Chief of Staff;レオン・カイラ;36;PA;School of Defence;high;M538001;x
9000408;Chief of Staff;アブダラ・スマレ;36;LWR;School of Fire Support;high;M539040;x
9000409;Chief of Army;アイメ・テセール;42;SL;Decisive Battle Doctrine;high;M539041;x
9000410;Chief of Army;アンリ・ヴェルディエ;36;PA;Static Defence Doctrine;high;M539042;x
9000411;Chief of Army;アンリ・ロル＝タンギー;36;LWR;Decisive Battle Doctrine;high;M539043;x
9000412;Chief of Navy;ジャン・デザンティ;36;PA;Indirect Approach Doctrine;high;M539022;x
9000413;Chief of Navy;ウスマーヌ・イブラヒム・サル;36;LWR;Decisive Naval Battle Doctrine;high;M539045;x
9000414;Chief of Air Force;イヴ・ムリエル;42;SL;Army Aviation Doctrine;high;M539046;x
9000415;Chief of Air Force;オーギュスト・カルヴェル;36;PA;Naval Aviation Doctrine;high;M539023;x
9000416;Chief of Air Force;ウマール・ウッセイヌ;36;LWR;Air Superiority Doctrine;high;M539048;x
