U04;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9003292;Foreign Minister;プリディ・ファノミオング;43;FA;Iron Fisted Brute;high;M62005;x
9003293;Foreign Minister;アトハキティ・バノミオング;44;PA;Biased Intellectual;high;M62047;x
9003294;Foreign Minister;サウィー・プンヤケトゥ;45;SC;General Staffer;high;M62015;x
9003295;Foreign Minister;セニ・プラモジャ;45;SC;Ideological Crusader;high;M62012;x
9003296;Foreign Minister;ディレク・プハジャヤナマ;45;ML;Great Compromiser;high;M62014;x
9003297;Foreign Minister;ティアリアン・フントラクール;46;PA;Apologetic Clerk;high;M62051;x
9003298;Foreign Minister;サウォン・サムロングナワサワト;46;PA;The Cloak N Dagger Schemer;high;M62029;x
9003299;Minister of Armament;ピア・ビダドコシャ;37;PA;Administrative Genius;high;M62054;x
9003300;Minister of Armament;ピア・ウィチトチョラサイ;37;PA;Battle Fleet Proponent;high;M62055;x
9003301;Minister of Armament;プリディ・ファノミオング;38;FA;Tank Proponent;high;M62005;x
9003302;Minister of Armament;サーン・クリシュナムラ;39;SC;Air Superiority Proponent;high;M62057;x
9003303;Minister of Armament;フラ・ヴェチャヤンラングサリト;41;FA;Air to Ground Proponent;high;M62010;x
9003304;Minister of Armament;ピア・ブリナヴァラス;41;SC;Resource Industrialist;high;M62059;x
9003305;Minister of Armament;H・R・H・プリンス・チャルーン;43;FA;Military Entrepreneur;high;M62060;x
9003306;Minister of Armament;ピア・チャレルマルキアルト;43;FA;Strategic Air Proponent;high;M62061;x
9003307;Minister of Armament;ピア・プリーチャチョラユドハ;44;ML;Submarine Proponent;high;M62019;x
9003308;Minister of Armament;ピア・サヤルンピカルト;44;PA;Air Superiority Proponent;high;M62063;x
9003310;Minister of Armament;プリディ・ファノミオング;45;SC;Air to Ground Proponent;high;M62005;x
9003311;Minister of Armament;クアン・アブハヤヴォングサ;46;ML;Infantry Proponent;high;M62036;x
9003312;Minister of Armament;A・G・エリス;39;SC;Theoretical Scientist;high;M62016;x
9003313;Minister of Armament;ティアリアン・フントラクール;46;PA;Tank Proponent;high;M62051;x
9003314;Minister of Armament;ルアン・シンスソンクラームチャイ;46;PA;Air to Sea Proponent;high;M62069;x
9003315;Minister of Armament;ファオ・ピーラレルト;46;PA;laissez-faire capitalist;high;M62024;x
9003316;Minister of Security;チュエイ・マグハヴィプフラヤ;36;PA;Efficient Sociopath;high;M62072;x
9003317;Minister of Security;ルアン・ピブーンソンクラーム;38;FA;Efficient Sociopath;high;M62007;x
9003318;Minister of Security;フォット・ブハハリオディン;39;SC;Crime Fighter;high;M62002;x
9003319;Minister of Security;スリセナ・サンパティシリ;43;FA;Silent Lawyer;high;M62075;x
9003320;Minister of Security;ハ・サムプタシリ;44;PA;Back Stabber;high;M62003;x
9003321;Minister of Security;セニ・プラモジャ;44;SC;Compassionate Gentleman;high;M62012;x
9003322;Minister of Security;サウィー・プンヤケトゥ;45;SC;Man of the People;high;M62015;x
9003323;Minister of Security;チット・ムンシルパ・シナディオドハラクサ;45;SC;Prince of Terror;high;M62079;x
9003324;Minister of Security;チュアン・チャウェングサングソングクラム;46;PA;Silent Lawyer;high;M62081;x
9003325;Minister of Security;サウォン・サムロングナワサワト;46;PA;Crime Fighter;high;M62029;x
9003326;Minister of Security;ブング・スファチャヒアサイ;46;PA;Compassionate Gentleman;high;M62083;x
9003327;Head of Military Intelligence;A・G・エリス;37;SC;Technical Specialist;high;M62016;x
9003328;Head of Military Intelligence;ルアン・ピブーンソンクラーム;38;FA;Logistics Specialist;high;M62007;x
9003329;Head of Military Intelligence;サワト・プティアナンズ;43;FA;Naval Intelligence Specialist;high;M62086;x
9003330;Head of Military Intelligence;サーン・クリシュナムラ;44;PA;Industrial Specialist;high;M62057;x
9003331;Head of Military Intelligence;ピア・チトナソングクフラ;45;SC;Political Specialist;high;M62026;x
9003332;Head of Military Intelligence;チュアン・チャウェングサングソングクラム;45;ML;Dismal Enigma;high;M62081;x
9003333;Chief of Staff;マングコン・フロミオシ;38;FA;School of Mass Combat;high;M62025;x
9003334;Chief of Staff;シンドゥー・カマラナヴィン;44;PA;School of Psychology;high;M62017;x
9003335;Chief of Staff;チット・ムンシルパ・シナディオドハラクサ;45;SC;School of Defence;high;M62079;x
9003336;Chief of Staff;ジリ・ウィチトソングクラム;45;ML;School of Manoeuvre;high;M62094;x
9003337;Chief of Staff;スク・ナクロブ;46;PA;School of Fire Support;high;M62095;x
9003338;Chief of Staff;サウォン・サムロングナワサワト;46;PA;School of Manoeuvre;high;M62029;x
9003339;Chief of Army;マンフヤ・カンフィアロング;38;FA;Static Defence Doctrine;high;M62097;x
9003340;Chief of Army;サウイ・ブンヤケト;44;PA;Guns and Butter Doctrine;high;M62098;x
9003341;Chief of Army;シンドゥー・カマラナヴィン;45;SC;Elastic Defence Doctrine;high;M62017;x
9003342;Chief of Army;ピア・チトナソングクフラ;45;ML;Decisive Battle Doctrine;high;M62026;x
9003343;Chief of Army;ティアリアン・フントラクール;46;PA;Armoured Spearhead Doctrine;high;M62051;x
9003344;Chief of Navy;サワト・プティアナンズ;38;FA;Power Projection Doctrine;high;M62086;x
9003345;Chief of Navy;ピア・ウィチトチョラサイ;44;PA;Decisive Naval Battle Doctrine;high;M62055;x
9003346;Chief of Navy;ピア・プリーチャチョラユドハ;45;SC;Indirect Approach Doctrine;high;M62019;x
9003347;Chief of Navy;ルアン・チャムナナルサユサ;45;ML;Base Control Doctrine;high;M62105;x
9003348;Chief of Navy;サウォン・サムロングナワサワト;46;PA;Open Seas Doctrine;high;M62029;x
9003349;Chief of Air Force;ルアン・シンスソンクラームチャイ;38;FA;Naval Aviation Doctrine;high;M62069;x
9003350;Chief of Air Force;ピア・チャレルマルキアルト;44;PA;Carpet Bombing Doctrine;high;M62061;x
9003351;Chief of Air Force;ピア・サヤルンピカルト;45;SC;Air Superiority Doctrine;high;M62063;x
9003352;Chief of Air Force;フラ・シルパサクラコルン;45;ML;Vertical Envelopment Doctrine;high;M62110;x
9003353;Chief of Air Force;ルアン・カジソンクラーム;46;PA;Army Aviation Doctrine;high;M62111;x
9003354;Head of State;ラーマ8世;36;FA;Popular Figurehead;high;M62001;x
9003355;Head of Government;ルアン・ピブーンソンクラーム;48;SC;BAckroom Backstabber;high;M62007;x
9003356;Foreign Minister;ポテ・サラシン;48;SC;Great Compromiser;high;M62114;x
9003357;Head of State;H・M・サシアヴォン・ヴォン;36;SL;Pig-headed Isolationist;high;M540001;x
9003358;Head of Government;ウジェーヌ・H・R・ウトロプ;36;SL;Political Protege;high;M540002;x
9003359;Foreign Minister;H・R・H・パヤ・カマオ;36;SL;Great Compromiser;high;M540003;x
9003360;Minister of Armament;ジャック・ムーシェル＝ブレソ;36;SL;Resource Industrialist;high;M540004;x
9003361;Minister of Security;ジャック・ルヌーヴァン;36;SL;Compassionate Gentleman;high;M540005;x
9003362;Head of Military Intelligence;ルイ・A・M・ブラセイ;36;SL;Dismal Enigma;high;M540006;x
9003363;Chief of Staff;アドリアン・A・M・ロック;36;SL;School of Defence;high;M540007;x
9003364;Chief of Army;ペトサラト・マハウパタト;36;SL;Static Defence Doctrine;high;M540008;x
9003365;Chief of Navy;H・R・H・スーヴァンナ・ラト;36;SL;Decisive Naval Battle Doctrine;high;M540009;x
9003366;Chief of Air Force;H・R・H・ブーン・ウーム;36;SL;Army Aviation Doctrine;high;M540010;x
9003367;Head of State;H・R・H・サヴァン・ヴァタナ;36;PA;Autocratic Charmer;high;M540011;x
9003368;Head of State;H・R・H・スーパヌー・ヴォン;36;ST;Die-hard Reformer;high;M540012;x
9003369;Head of Government;アドリアン・A・M・ロック;40;SL;Old General;high;M540007;x
9003370;Head of Government;ルイ・A・M・ブラセイ;41;SL;Ambitious Union Boss;high;M540006;x
9003371;Head of Government;H・R・H・パヤ・カマオ;45;SL;Corporate Suit;high;M540003;x
9003372;Head of Government;H・R・H・ブーン・ウーム;46;SL;old airmarshal;high;M540010;x
9003373;Head of Government;H・R・H・スーヴァンナ・ラト;47;SL;Flamboyant Tough Guy;high;M540009;x
9003374;Head of Government;ペトサラト・マハウパタト;36;PA;Old General;high;M540008;x
9003375;Head of Government;カムブラトム・オーマウ;36;ST;Happy Amateur;high;M540019;x
9003376;Head of Government;ポムヴィハン・カイソン;45;ST;Backroom Backstabber;high;M540020;x
9003377;Foreign Minister;サソリト・カタイドン;42;SL;The Cloak N Dagger Schemer;high;M540021;x
9003378;Foreign Minister;H・R・H・ブーン・ウーム;36;PA;General Staffer;high;M540010;x
9003379;Foreign Minister;ピエール・ブロソレット;36;LE;Iron Fisted Brute;high;M540023;x
9003380;Minister of Armament;レオン・マルテイノー＝デプラ;42;SL;Tank Proponent;high;M540024;x
9003381;Minister of Armament;H・R・H・スーヴァンナ・ラト;36;PA;laissez-faire capitalist;high;M540009;x
9003382;Minister of Armament;ジュール・ミュラシオール;36;ST;Infantry Proponent;high;M540026;x
9003383;Minister of Security;ジャック・ルコント＝ボワネ;42;SL;Back Stabber;high;M540027;x
9003384;Minister of Security;ペトサラト・マハウパタト;36;PA;Silent Lawyer;high;M540008;x
9003385;Minister of Security;ポムヴィハン・カイソン;36;ST;Efficient Sociopath;high;M540029;x
9003386;Head of Military Intelligence;ルイ・メレ;42;SL;Logistics Specialist;high;M540030;x
9003387;Head of Military Intelligence;プーサンナニ・コネ;36;PA;Political Specialist;high;M540031;x
9003388;Head of Military Intelligence;カムブラトム・オーマウ;36;ST;Technical Specialist;high;M540019;x
9003389;Chief of Staff;ロジェ・シノー;42;SL;School of Mass Combat;high;M540033;x
9003390;Chief of Staff;アパイ・クー;36;PA;School of Manoeuvre;high;M540034;x
9003391;Chief of Staff;ピチト・ドゥアンチャイ;36;ST;School of Psychology;high;M540035;x
9003392;Chief of Army;アンリ・アドリーヌ;43;SL;Elastic Defence Doctrine;high;M540036;x
9003393;Chief of Army;サヴァン・ヴォン;36;PA;Armoured Spearhead Doctrine;high;M540037;x
9003394;Chief of Army;ヴァン・パオ;36;ST;Guns and Butter Doctrine;high;M540038;x
9003395;Chief of Navy;モーリス・バイルー;43;SL;Base Control Doctrine;high;M540039;x
9003396;Chief of Navy;アパイ・クー;36;PA;Power Projection Doctrine;high;M540034;x
9003397;Chief of Navy;H・R・H・スーパヌー・ヴォン;36;ST;Open Seas Doctrine;high;M540041;x
9003398;Chief of Air Force;ピエール・ド・メモン;42;SL;Carpet Bombing Doctrine;high;M540042;x
9003399;Chief of Air Force;スーリト・サソリト;36;PA;Air Superiority Doctrine;high;M540043;x
9003400;Chief of Air Force;ヴァン・パオ;36;ST;Vertical Envelopment Doctrine;high;M540038;x
9003401;Head of State;李承晩（イ・スンマン）;36;SC;Stern Imperialist;high;M578001;x
9003402;Head of Government;金九（キム・グ）;36;SC;Flamboyant Tough Guy;high;M578002;x
9003403;Foreign Minister;金奎植（キム・ギュシク）;36;SC;Great Compromiser;high;M578003;x
9003404;Minister of Armament;金昌淑（キム・チャンスク）;36;SC;Military Entrepreneur;high;M578004;x
9003405;Minister of Security;チョ・マンシク;36;SC;Prince of Terror;high;M578005;x
9003406;Head of Military Intelligence;趙素昴（チョ・ソアン）;36;SC;Logistics Specialist;high;M578006;x
9003407;Chief of Staff;チェ・ビョンドゥク;36;SC;School of Defence;high;M578007;x
9003408;Chief of Army;イ・チュンチュン;36;SC;Elastic Defence Doctrine;high;M578008;x
9003409;Chief of Navy;スン・ウォニル;36;SC;Decisive Naval Battle Doctrine;high;M578009;x
9003410;Chief of Air Force;イ・ボンスク;36;SC;Army Aviation Doctrine;high;M578010;x
9003411;Head of State;呂運亨（ヨ・ウニョン）;36;LWR;Weary Stiffneck;high;M578011;x
9003412;Head of Government;朴憲永（パク・ホニョン）;36;LWR;Ambitious Union Boss;high;M578012;x
9003413;Foreign Minister;キム・ギュジョン;36;LWR;Apologetic Clerk;high;M578013;x
9003414;Minister of Armament;イ・トンヒ;36;LWR;Infantry Proponent;high;M578014;x
9003415;Minister of Security;ナム・スンリ;36;LWR;Efficient Sociopath;high;M578015;x
9003416;Head of Military Intelligence;キム・チャンギム;36;LWR;Technical Specialist;high;M578016;x
9003417;Chief of Staff;チ・チュンチュン;36;LWR;School of Psychology;high;M578017;x
9003418;Chief of Army;金元鳳（キム・ウォンボン）;36;LWR;Guns and Butter Doctrine;high;M578018;x
9003419;Chief of Navy;チョン・ドンジュ;36;LWR;Open Seas Doctrine;high;M578019;x
9003420;Chief of Air Force;イ・ジェスン;36;LWR;Naval Aviation Doctrine;high;M578020;x
9003421;Minister of Armament;イム・ウィンス;36;SC;Military Entrepreneur;high;M578021;x
9003422;Minister of Security;ペク・チャブム;36;SC;Silent Lawyer;high;M578022;x
9003423;Head of Military Intelligence;朴正煕（パク・チョンヒ）;36;SC;Political Specialist;high;M578023;x
9003424;Head of Government;イ・ボンスク;36;SC;old airmarshal;high;M578010;x
9003425;Head of Government;シン・ソンモ;50;SC;Happy Amateur;high;M578025;x
9003426;Head of Government;チャン・ミョン;50;SC;Silent Workhorse;high;M578026;x
9003427;Head of Government;チャン・テクサン;52;SC;Corporate Suit;high;M578027;x
9003428;Head of Government;ペク・トゥジン;52;SC;Backroom Backstabber;high;M578028;x
9003429;Foreign Minister;チャン・ミョン;36;SC;Apologetic Clerk;high;M578026;x
9003430;Foreign Minister;チャン・トヨン;50;SC;Iron Fisted Brute;high;M578030;x
9003431;Minister of Armament;ハン・ソンペク;51;SC;laissez-faire capitalist;high;M578031;x
9003432;Minister of Armament;シャン・サンマ;51;SC;Theoretical Scientist;high;M578032;x
9003433;Minister of Security;ピョン・ヨンテ;49;SC;Efficient Sociopath;high;M578033;x
9003434;Minister of Security;シン・ソンモ;52;SC;Crime Fighter;high;M578025;x
9003435;Head of Military Intelligence;ペク・トゥジン;49;SC;Political Specialist;high;M578028;x
9003436;Head of Military Intelligence;シャン・サンマ;51;SC;Technical Specialist;high;M578032;x
9003437;Foreign Minister;チャン・テクサン;52;SC;Biased Intellectual;high;M578027;x
9003438;Head of State;金日成（キム・イルソン）;36;ST;Powerhungry Demagogue;high;M579001;x
9003439;Head of Government;金日成（キム・イルソン）;36;ST;Backroom Backstabber;high;M579002;x
9003440;Foreign Minister;南日（ナム・イル）;36;ST;General Staffer;high;M579003;x
9003441;Minister of Armament;チョ・マンシク;36;ST;laissez-faire capitalist;high;M578005;x
9003442;Minister of Security;金日成（キム・イルソン）;36;ST;Prince of Terror;high;M579005;x
9003443;Head of Military Intelligence;シャオ・ジンガン;36;ST;Logistics Specialist;high;M579006;x
9003444;Chief of Staff;ソン・シルン;36;ST;School of Fire Support;high;M579007;x
9003445;Chief of Army;金日成（キム・イルソン）;36;ST;Decisive Battle Doctrine;high;M579008;x
9003446;Chief of Navy;リュー・シュアン;36;ST;Indirect Approach Doctrine;high;M579009;x
9003447;Chief of Air Force;イ・ケノン;36;ST;Carpet Bombing Doctrine;high;M579010;x
9003448;Head of State;イ・トンヒ;36;SD;Barking Buffoon;high;M578014;x
9003449;Head of Government;キム・チャンギム;36;SD;Flamboyant Tough Guy;high;M578016;x
9003450;Foreign Minister;キム・ヨンチョル;36;SD;Great Compromiser;high;M579013;x
9003451;Minister of Armament;朴憲永（パク・ホニョン）;36;SD;Resource Industrialist;high;M578012;x
9003452;Minister of Security;チ・チュンチュン;36;SD;Compassionate Gentleman;high;M578017;x
9003453;Head of Military Intelligence;ヨン・ミンホ;36;ST;Technical Specialist;high;M579016;x
9003454;Chief of Staff;南日（ナム・イル）;36;SD;School of Defence;high;M579003;x
9003455;Chief of Army;キム・イルチョル;36;SD;Guns and Butter Doctrine;high;M579018;x
9003456;Chief of Navy;リュ・ジュンシプ;36;SD;Decisive Naval Battle Doctrine;high;M579019;x
9003457;Chief of Air Force;パク・ミンギュン;36;SD;Naval Aviation Doctrine;high;M579020;x
9003458;Head of State;マヌエル・ケソン;36;SL;Die-hard Reformer;high;M50001;x
9003459;Head of Government;セルジオ・オスメナ;36;SL;Silent Workhorse;high;M50002;x
9003460;Foreign Minister;キンティン・パレデス;36;SL;Apologetic Clerk;high;M50003;x
9003461;Minister of Armament;エルピディオ・キリノ;36;SL;laissez-faire capitalist;high;M50004;x
9003462;Minister of Security;ホセ・ユロ;36;SL;Compassionate Gentleman;high;M50005;x
9003463;Head of Military Intelligence;ベニト・N・エブエン;36;SL;Logistics Specialist;high;M50006;x
9003464;Chief of Staff;パウリノ・サントス;36;SL;School of Psychology;high;M50007;x
9003465;Chief of Army;レオンシオ・S・タン;36;SL;Guns and Butter Doctrine;high;M50008;x
9003466;Chief of Navy;サンティアゴ・ヌバル;36;SL;Open Seas Doctrine;high;M50009;x
9003467;Chief of Air Force;ペラージョ・クルス;36;SL;Army Aviation Doctrine;high;M50010;x
9003468;Head of State;エルピディオ・キリノ;36;SC;Pig-headed Isolationist;high;M50004;x
9003469;Head of State;エミリオ・アギナルド;36;SD;Popular Figurehead;high;M50032;x
9003470;Head of State;ファン・スムロング;41;SD;Barking Buffoon;high;M50033;x
9003471;Head of State;セルジオ・オスメナ;44;SL;Stern Imperialist;high;M50002;x
9003472;Head of State;マヌエル・ロクサス;45;SL;Resigned Generalissimo;high;M50035;x
9003473;Head of Government;エルピディオ・キリノ;36;SC;Silent Workhorse;high;M50004;x
9003474;Head of Government;ラフェル・リワナグ;36;SD;Political Protege;high;M50037;x
9003475;Head of Government;ファン・スムロング;41;SD;Happy Amateur;high;M50033;x
9003477;Foreign Minister;ホアキン・エリサルデ;38;SL;Great Compromiser;high;M50040;x
9003478;Foreign Minister;セルジオ・オスメナ;39;SL;Iron Fisted Brute;high;M50002;x
9003479;Foreign Minister;マヌエル・クアドリノ;40;SL;Biased Intellectual;high;M50042;x
9003480;Foreign Minister;ファン・スムロング;41;SD;Biased Intellectual;high;M50033;x
9003481;Foreign Minister;エルピディオ・キリノ;36;SC;Ideological Crusader;high;M50004;x
9003482;Foreign Minister;フェルディナンド・マルコス;45;SC;Iron Fisted Brute;high;M50013;x
9003483;Foreign Minister;エミリオ・アギナルド;36;SD;Ideological Crusader;high;M50032;x
9003484;Minister of Armament;アントニオ・デ・ラス・アラス;36;SL;laissez-faire capitalist;high;M50014;x
9003485;Minister of Armament;ラフェル・リワナグ;36;SD;Submarine Proponent;high;M50037;x
9003486;Minister of Armament;マヌエル・ロクサス;38;SC;Air to Sea Proponent;high;M50035;x
9003487;Minister of Armament;マヌエル・クアドリノ;41;SL;Corrupt Kleptocrat;high;M50042;x
9003488;Minister of Armament;セラフィン・ファウスト;41;SC;Administrative Genius;high;M50051;x
9003489;Minister of Armament;カルロス・P・ガルシア;41;SD;Battle Fleet Proponent;high;M50052;x
9003490;Minister of Armament;ホセ・G・ダビド;42;SC;Resource Industrialist;high;M50053;x
9003491;Minister of Armament;ラモン・マグサイサイ;45;SC;Tank Proponent;high;M50054;x
9003492;Minister of Armament;ディオスダド・P・マカパガル;45;SD;Military Entrepreneur;high;M50055;x
9003493;Minister of Security;パルド・デ・タベラ;36;SD;Prince of Terror;high;M50056;x
9003494;Minister of Security;レオンシオ・S・タン;38;SL;Back Stabber;high;M50008;x
9003495;Minister of Security;ラモン・アポリナリオ;39;SL;Man of the People;high;M50058;x
9003496;Minister of Security;ティラノ・クラベサ;40;SC;Efficient Sociopath;high;M50059;x
9003497;Minister of Security;テオフィロ・シソン;41;SC;Compassionate Gentleman;high;M50060;x
9003498;Minister of Security;ホセ・P・ラウレル;41;SC;Silent Lawyer;high;M50061;x
9003499;Minister of Security;ホセ・M・クリソル;42;SD;Crooked Kleptocrat;high;M50062;x
9003500;Minister of Security;アルベルト・ラモス;44;SL;Silent Lawyer;high;M50064;x
9003501;Minister of Security;セラフィン・ファウスト;45;SC;Silent Lawyer;high;M50051;x
9003502;Minister of Security;ホセ・G・ルクバン;45;SC;Efficient Sociopath;high;M50066;x
9003503;Minister of Security;ラモン・キスンビング;45;SL;Man of the People;high;M50067;x
9003504;Chief of Staff;バシリオ・J・バルデス;39;SC;School of Defence;high;M50017;x
9003505;Chief of Staff;アウグスト・フラド;44;SL;School of Mass Combat;high;M50069;x
9003506;Chief of Staff;キリント・P・エバンヘリスタ;45;SL;School of Manoeuvre;high;M50070;x
9003507;Chief of Army;ベニト・N・エブエン;37;SL;Decisive Battle Doctrine;high;M50006;x
9003508;Chief of Army;ビセンテ・P・リム;39;SL;Elastic Defence Doctrine;high;M50073;x
9003509;Chief of Army;エラクリオ・アラノ;44;SL;Armoured Spearhead Doctrine;high;M50074;x
9003510;Chief of Army;マテオ・M・カピンピン;45;SL;Guns and Butter Doctrine;high;M50075;x
9003511;Chief of Army;ラファエル・ハランドニ;46;SL;Guns and Butter Doctrine;high;M50076;x
9003512;Head of Military Intelligence;ハメス・ウィルソン;36;SL;Naval Intelligence Specialist;high;M50077;x
9003513;Head of Military Intelligence;レスリー・アイリーン・ウィーラー;38;SL;Technical Specialist;high;M50078;x
9003514;Head of Military Intelligence;フィデル・セグンド;39;SL;Logistics Specialist;high;M50079;x
9003515;Head of Military Intelligence;ベニグノ・ラモス;42;SL;Political Specialist;high;M50016;x
9003516;Head of Military Intelligence;ジョン・ギルバート・ウィナント;43;SL;Industrial Specialist;high;M50081;x
9003517;Chief of Navy;エウスタシオ・オロビア;38;SC;Indirect Approach Doctrine;high;M50019;x
9003518;Chief of Navy;ホセ・V・アンドラダ;38;SL;Open Seas Doctrine;high;M50083;x
9003519;Chief of Navy;ラモン・A・アルカラス;42;SL;Decisive Naval Battle Doctrine;high;M50084;x
9003520;Chief of Air Force;バシリオ・フェルナンド;40;SL;Army Aviation Doctrine;high;M50085;x
9003521;Chief of Air Force;エドウィン・アンドリュー;44;SL;Vertical Envelopment Doctrine;high;M50086;x
9003522;Chief of Air Force;ビクトル・H・ディソン;46;SC;Naval Aviation Doctrine;high;M50087;x
9003523;Head of Government;マヌエル・ロクサス;45;SL;Old General;high;M50035;x
9003524;Head of State;ホセ・P・ラウレル;36;PA;Powerhungry Demagogue;high;M50011;x
9003525;Head of Government;ホセ・P・ラウレル;36;PA;Smiling Oilman;high;M50011;x
9003526;Minister of Security;ベニグノ・アキノ・シニア;36;PA;Crooked Kleptocrat;high;M50015;x
9003527;Chief of Army;バシリオ・J・バルデス;36;PA;Static Defence Doctrine;high;M50017;x
9003528;Chief of Air Force;フェリックス・ペスタナ;36;FA;Air Superiority Doctrine;high;M50020;x
9003529;Head of State;クリサント・エバンヘリスタ;36;LE;Weary Stiffneck;high;M50021;x
9003530;Head of Government;ペドロ・アバド・サントス;36;LE;Corporate Suit;high;M50022;x
9003531;Foreign Minister;カスト・アレハンドリノ;36;LE;Apologetic Clerk;high;M50023;x
9003532;Minister of Armament;クリサント・エバンヘリスタ;36;LE;Administrative Genius;high;M50021;x
9003533;Minister of Security;マリアーノ・バルゴス;36;LWR;Crime Fighter;high;M50025;x
9003534;Head of Military Intelligence;ルイス・タルク;36;LE;Dismal Enigma;high;M50026;x
9003535;Chief of Staff;ルイス・タルク;36;LE;School of Manoeuvre;high;M50026;x
9003536;Chief of Army;ヘスス・ラバ;36;LE;Guns and Butter Doctrine;high;M50028;x
9003537;Chief of Navy;ヘスス・ラバ;36;LE;Base Control Doctrine;high;M50028;x
9003538;Chief of Air Force;ジョー・ロジャース;36;LWR;Carpet Bombing Doctrine;high;M50030;x
9003539;Head of State;サー・ステントン・トーマス;36;ML;Weary Stiffneck;high;M565001;x
9003540;Head of Government;サー・ジェラルド・W・R・テンプラー;36;ML;Old General;high;M565002;x
9003541;Foreign Minister;サー・ヘンリー・ゴールズワーシー・ガーニー;36;ML;General Staffer;high;M565003;x
9003542;Minister of Armament;サー・ヒュー・スタイン・フレーザー;36;ML;Tank Proponent;high;M565004;x
9003543;Minister of Security;チャールズ・ヒックス;36;ML;Back Stabber;high;M565005;x
9003544;Head of Military Intelligence;サー・ジェラルド・E・J・ジェント;36;ML;Technical Specialist;high;M565006;x
9003545;Chief of Staff;サー・ウィリアム・ドビー;36;ML;School of Psychology;high;M565007;x
9003546;Chief of Army;アーサー・パーシヴァル;36;ML;Static Defence Doctrine;high;M565008;x
9003547;Chief of Navy;ジョン・アチャーリー;36;ML;Decisive Naval Battle Doctrine;high;M565009;x
9003548;Chief of Air Force;G・T・ジャーマン;36;ML;Air Superiority Doctrine;high;M565010;x
9003549;Head of State;トゥンク・アウドゥル・ラーマン;36;SD;Popular Figurehead;high;M565011;x
9003550;Head of State;ペラク州王イスカンダー1世;36;PA;Pig-headed Isolationist;high;M565012;x
9003551;Head of Government;デーヴィッド・S・マーシャル;36;SD;Corporate Suit;high;M565013;x
9003552;Head of Government;ケランタン州王イブラヒム4世;36;PA;Backroom Backstabber;high;M565014;x
9003553;Foreign Minister;タン・チェンク・ロック;36;SD;Great Compromiser;high;M565015;x
9003554;Foreign Minister;ハムザ・ウル＝ライル;36;PA;The Cloak N Dagger Schemer;high;M565016;x
9003555;Minister of Armament;アブドゥル・ラーマン・シャー;36;SD;Military Entrepreneur;high;M565017;x
9003556;Minister of Armament;トーマス・アシュトン・オブ・ハイド;41;ML;Resource Industrialist;high;M565018;x
9003557;Minister of Armament;H・R・H・ヤヒヤ・ウル＝ナイム;36;PA;laissez-faire capitalist;high;M565019;x
9003558;Minister of Security;リム・ユー・ホック;36;SD;Prince of Terror;high;M565020;x
9003559;Minister of Security;アーサー・E・ヤング;42;ML;Crime Fighter;high;M565021;x
9003560;Minister of Security;ナグリ・センビラン州王トゥアンク・ムハンメド;36;PA;Efficient Sociopath;high;M565022;x
9003561;Minister of Security;アブドゥル・ハミド・アフマド;42;PA;Silent Lawyer;high;M565023;x
9003562;Head of Military Intelligence;ムハンメド・ヤング・ベサール;36;SD;Dismal Enigma;high;M565024;x
9003563;Head of Military Intelligence;リー・クアン・ユー;43;SD;Industrial Specialist;high;M565025;x
9003564;Head of Military Intelligence;サー・ジェラルド・W・R・テンプラー;43;ML;Logistics Specialist;high;M565026;x
9003565;Head of Military Intelligence;アブドゥル・マナプ・ビン・トロク;36;PA;Political Specialist;high;M565027;x
9003566;Head of Military Intelligence;タンピン州王イドルス・ビン・トゥンカ;41;PA;Naval Intelligence Specialist;high;M565028;x
9003567;Chief of Staff;アブドゥル・ハミド・シャー;36;SD;School of Defence;high;M565029;x
9003568;Chief of Staff;トゥン・アブドゥル・ラーマン;44;SD;School of Manoeuvre;high;M565030;x
9003569;Chief of Staff;イブラヒム・アル＝マンスール;36;PA;School of Mass Combat;high;M565031;x
9003570;Chief of Army;ムヒブ・サルタン・バドリシャー;36;SD;Guns and Butter Doctrine;high;M565032;x
9003571;Chief of Army;ロバート・ブルック＝ポファム;42;ML;Elastic Defence Doctrine;high;L1051;x
9003572;Chief of Army;サー・ジェラルド・W・R・テンプラー;45;ML;Decisive Battle Doctrine;high;M565034;x
9003573;Chief of Army;ペルリス州王ハルン・プトラ;36;PA;Armoured Spearhead Doctrine;high;M565035;x
9003574;Chief of Navy;モハンメド・ラーマン・アリ;36;SD;Base Control Doctrine;high;M565036;x
9003575;Chief of Navy;ペルリス州王サイド・ウル＝ライル;36;PA;Open Seas Doctrine;high;M565037;x
9003576;Chief of Air Force;ワン・スレイマン;36;SD;Carpet Bombing Doctrine;high;M565038;x
9003577;Chief of Air Force;セランゴール州王ヒサム2世;36;PA;Naval Aviation Doctrine;high;M565039;x
9003578;Head of State;ウィルヘルミナ;36;SC;Popular Figurehead;high;M8001;x
9003579;Head of Government;チャルダ・ヴァン・スタルケンボロー＝スタホウワー;36;SC;Flamboyant Tough Guy;high;M577002;x
9003580;Foreign Minister;ヒューベルトゥス・ヴァン・モーク;36;SC;Biased Intellectual;high;M577003;x
9003581;Minister of Armament;ポンティアク・ムハンマド3世;36;SC;Air Superiority Proponent;high;M577004;x
