Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;ExU03ience;Loyalty;Type;PicU03e;Start Year;End Year;x
ヤクーブ;7002262;U03;1973;1998;2004;2012;3;2;64;0;0;5;0;L529028;1973;2100;x
シャルル;7002263;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;L529029;1973;2100;x
ジャド;7002264;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;M529059;1973;2100;x
ラフード;7002265;U03;1973;1998;2004;2012;3;2;4096;0;0;5;1;M529055;1973;2100;x
ペレッティ;7002266;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;M529009;1973;2100;x
スーラ;7002267;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;M529010;1973;2100;x
トゥシャローム;7002268;U03;1973;1998;2004;2012;3;3;1024;0;0;5;1;L529034;1973;2100;x
ブスタニー;7002269;U03;1973;1998;2004;2012;2;3;8192;2;0;5;2;M529062;1973;2100;x
ガブリ;7002270;U03;1973;1998;2004;2012;3;2;32768;0;0;5;2;L529036;1973;2100;x
マーダラーニ;7002271;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L529037;1973;2100;x
モイネ;7002272;U03;1973;1998;2004;2012;3;3;4096;0;0;5;2;L529038;1973;2100;x
ナウファイ;7002273;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M529045;1973;2100;x
サレム;7002274;U03;1973;1998;2004;2012;3;2;16384;0;0;5;2;L529040;1973;2100;x
スーラ;7002275;U03;1973;1998;2004;2012;2;4;131072;1;0;5;2;M529010;1973;2100;x
ザルズール;7002276;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L529042;1973;2100;x
アブドゥル・カーダー;7002277;U03;1973;1998;2004;2012;1;2;0;1;0;5;0;L310000;1973;2100;x
ダグラス＝ハミルトン;7002278;U03;1973;1998;2004;2012;2;3;4;1;0;5;0;L310001;1973;2100;x
ダグデール;7002279;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L310002;1973;2100;x
ハッサン・イブン・ティムール;7002280;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;L310003;1973;2100;x
ハッサン・イブン・ザイド;7002281;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;L310004;1973;2100;x
ジョーンズ;7002282;U03;1973;1998;2004;2012;3;4;256;1;0;5;0;L310005;1973;2100;x
カリル・イブン・ティムール;7002283;U03;1973;1998;2004;2012;3;3;16;0;0;5;0;L310006;1973;2100;x
リンスデン;7002284;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L310007;1973;2100;x
マン;7002285;U03;1973;1998;2004;2012;3;3;64;0;0;5;0;L310008;1973;2100;x
マーティン;7002286;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L310009;1973;2100;x
モハマッド・イブン・ティムール;7002287;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L310010;1973;2100;x
サイード・イブン・ティムール;7002288;U03;1973;1998;2004;2012;0;3;0;1;0;5;0;L310011;1973;2100;x
ライト;7002289;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L310012;1973;2100;x
バーソン;7002290;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;L310013;1973;2100;x
クレイドン;7002291;U03;1973;1998;2004;2012;2;2;0;1;0;5;1;L310014;1973;2100;x
リーフ;7002292;U03;1973;1998;2004;2012;3;3;0;1;0;5;1;L310015;1973;2100;x
アブダラー・イブン・ティムール;7002293;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;L310016;1973;2100;x
ハッサン・イブン・ザイド;7002294;U03;1973;1998;2004;2012;2;1;0;0;0;5;2;L310017;1973;2100;x
リーフ;7002295;U03;1973;1998;2004;2012;3;3;131072;1;0;5;2;L310018;1973;2100;x
マーティン;7002296;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L310019;1973;2100;x
アスブラタム;7002297;U03;1973;1998;2004;2012;3;3;16;0;0;5;0;L516000;1973;2100;x
バエル;7002298;U03;1973;1998;2004;2012;3;3;64;0;0;5;0;L516001;1973;2100;x
ベルケズ;7002299;U03;1973;1998;2004;2012;1;3;4;1;0;5;0;M516007;1973;2100;x
ビュージンク;7002300;U03;1973;1998;2004;2012;3;3;256;0;0;5;0;L516003;1973;2100;x
ダンブラトフ;7002301;U03;1973;1998;2004;2012;3;2;2;0;0;5;0;L516004;1973;2100;x
ガラス;7002302;U03;1973;1998;2004;2012;3;4;256;1;0;5;0;L516005;1973;2100;x
ガスパリアン;7002303;U03;1973;1998;2004;2012;2;4;128;0;0;5;0;M516033;1973;2100;x
ヘロルド;7002304;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L516007;1973;2100;x
ジュムシュ・カスパロフ;7002305;U03;1973;1998;2004;2012;3;5;262271;1;0;5;0;L516008;1973;2100;x
カルジン;7002306;U03;1973;1998;2004;2012;3;2;66;0;0;5;0;L516009;1973;2100;x
カマリアン;7002307;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M516010;1973;2100;x
カザリアン;7002308;U03;1973;1998;2004;2012;2;2;1;1;0;5;0;L516011;1973;2100;x
カムフェルチャン;7002309;U03;1973;1998;2004;2012;2;3;1;0;0;5;0;L516012;1973;2100;x
コスロフ・エブク;7002310;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M516028;1973;2100;x
マコフ;7002311;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;M516035;1973;2100;x
マメドフ;7002312;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;M516008;1973;2100;x
メーマンダロフ;7002313;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;M516030;1973;2100;x
ミューラー＝カーレ;7002314;U03;1973;1998;2004;2012;3;4;320;1;0;5;0;L516017;1973;2100;x
テレシェンコ;7002315;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L516018;1973;2100;x
タムザカラム;7002316;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L516019;1973;2100;x
ヴェリロフ;7002317;U03;1973;1998;2004;2012;2;3;8;1;0;5;0;L516020;1973;2100;x
フォン・ボートマ;7002318;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L516021;1973;2100;x
フォン・ダワンス;7002319;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L516022;1973;2100;x
ウェーゼ;7002320;U03;1973;1998;2004;2012;2;3;64;1;0;5;0;L516023;1973;2100;x
クラスノシャプカ;7002321;U03;1973;1998;2004;2012;1;2;0;0;0;5;1;M516009;1973;2100;x
マコフ;7002322;U03;1973;1998;2004;2012;3;2;1024;0;0;5;1;M516035;1973;2100;x
プファイファー;7002323;U03;1973;1998;2004;2012;2;4;4608;0;0;5;1;L516026;1973;2100;x
プント;7002324;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;L516027;1973;2100;x
リューマン;7002325;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;L516028;1973;2100;x
ビュージンク;7002326;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L516003;1973;2100;x
フランセン;7002327;U03;1973;1998;2004;2012;2;3;0;0;0;5;2;L516030;1973;2100;x
ゴルジアン;7002328;U03;1973;1998;2004;2012;3;2;16384;0;0;5;2;L516031;1973;2100;x
カマリアン;7002329;U03;1973;1998;2004;2012;3;2;4096;0;0;5;2;M516010;1973;2100;x
カザリアン;7002330;U03;1973;1998;2004;2012;3;4;65536;0;0;5;2;M516037;1973;2100;x
クラスノシャプカ;7002331;U03;1973;1998;2004;2012;1;2;131072;1;0;5;2;M516009;1973;2100;x
フォン・マッソー;7002332;U03;1973;1998;2004;2012;3;2;0;1;0;5;2;L516035;1973;2100;x
アサドリアン;7002333;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L515000;1973;2100;x
バナジャニアン;7002334;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;M515024;1973;2100;x
バグラミアン;7002335;U03;1973;1998;2004;2012;2;4;0;1;0;5;0;L515002;1973;2100;x
ファイヤーアーベント;7002336;U03;1973;1998;2004;2012;2;3;64;1;0;5;0;L515003;1973;2100;x
ホフマン;7002337;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;M515007;1973;2100;x
カライジャン;7002338;U03;1973;1998;2004;2012;3;4;1;0;0;5;0;L515005;1973;2100;x
カニアン;7002339;U03;1973;1998;2004;2012;1;2;1;0;0;5;0;L515006;1973;2100;x
カルダシアン;7002340;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L515007;1973;2100;x
ハチャトリアン;7002341;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L515008;1973;2100;x
ネデク;7002342;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;M515017;1973;2100;x
オザニアン;7002343;U03;1973;1998;2004;2012;0;2;1;1;0;5;0;M515008;1973;2100;x
オゼビアン;7002344;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M515021;1973;2100;x
ラズミック;7002345;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L515012;1973;2100;x
ルベネ;7002346;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;L515013;1973;2100;x
サファリアン;7002347;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L515014;1973;2100;x
セヴィアヒアン;7002348;U03;1973;1998;2004;2012;3;2;16;0;0;5;0;L515015;1973;2100;x
フォン・ガブレンツ;7002349;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;L515016;1973;2100;x
フォン・ゲルマル;7002350;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L515017;1973;2100;x
フォン・ヘラウフ;7002351;U03;1973;1998;2004;2012;3;4;2;1;0;5;0;L515018;1973;2100;x
エサイアン;7002352;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L515019;1973;2100;x
ベチェ;7002353;U03;1973;1998;2004;2012;3;4;1536;1;0;5;1;M515009;1973;2100;x
ガドー;7002354;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;L515021;1973;2100;x
イサカキアン;7002355;U03;1973;1998;2004;2012;2;4;0;1;0;5;1;M515026;1973;2100;x
ルベネ;7002356;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;L515013;1973;2100;x
ヴィットヘフト＝エムデン;7002357;U03;1973;1998;2004;2012;2;3;0;0;0;5;1;L515024;1973;2100;x
アガザリアン;7002358;U03;1973;1998;2004;2012;3;2;4096;0;0;5;2;M515006;1973;2100;x
ゴットハルト;7002359;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L515026;1973;2100;x
ハッセ;7002360;U03;1973;1998;2004;2012;3;3;16384;0;0;5;2;L515027;1973;2100;x
ヘッフェルト;7002361;U03;1973;1998;2004;2012;3;3;65536;0;0;5;2;L515028;1973;2100;x
クライン;7002362;U03;1973;1998;2004;2012;2;3;0;1;0;5;2;M515010;1973;2100;x
フォン・ガブレンツ;7002363;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L515016;1973;2100;x
アブドゥッラー1世;7002364;U03;1973;1998;2004;2012;0;3;4;0;0;5;0;M556008;1973;2100;x
アブラシュ;7002365;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M528054;1973;2100;x
アフラタン・パシャ;7002366;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;M512083;1973;2100;x
アーティ;7002367;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;M556029;1973;2100;x
アル＝アブード;7002368;U03;1973;1998;2004;2012;3;2;0;1;0;5;0;L529000;1973;2100;x
アル＝アミル;7002369;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L556002;1973;2100;x
アル＝アラブ;7002370;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L529000;1973;2100;x
アル＝アスラン;7002371;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L528001;1973;2100;x
アル＝フィクリ;7002372;U03;1973;1998;2004;2012;3;2;16;0;0;5;0;L528002;1973;2100;x
アル＝ガウジ;7002373;U03;1973;1998;2004;2012;1;3;64;1;0;5;0;M528024;1973;2100;x
アル＝ハシミ;7002374;U03;1973;1998;2004;2012;3;5;262271;0;0;5;0;L556003;1973;2100;x
アル＝ハシク;7002375;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529002;1973;2100;x
アル＝ジャファール;7002376;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M556031;1973;2100;x
アル＝ナセル;7002377;U03;1973;1998;2004;2012;3;5;262527;0;0;5;0;L512001;1973;2100;x
アル＝クワウジ;7002378;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;M528049;1973;2100;x
アル＝シシャクリ;7002379;U03;1973;1998;2004;2012;2;3;0;2;0;5;0;M528051;1973;2100;x
アル＝ワリ;7002380;U03;1973;1998;2004;2012;3;2;2;0;0;5;0;M556028;1973;2100;x
アル＝ザイム;7002381;U03;1973;1998;2004;2012;2;3;0;2;0;5;0;M528047;1973;2100;x
アメル;7002382;U03;1973;1998;2004;2012;3;4;4;0;0;5;0;L512002;1973;2100;x
アン＝ヌクライシ;7002383;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M512016;1973;2100;x
アウン;7002384;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L529003;1973;2100;x
アッ＝サーダート;7002385;U03;1973;1998;2004;2012;2;5;262271;1;0;3;0;L512004;1973;2100;x
アザム;7002386;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;M529057;1973;2100;x
バラカト;7002387;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;L529005;1973;2100;x
ベン・ジャミル;7002388;U03;1973;1998;2004;2012;3;3;32;1;0;5;0;L556006;1973;2100;x
ベイラン・パシャ;7002389;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;L512005;1973;2100;x
ビタール;7002390;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L529006;1973;2100;x
チャクール;7002391;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;L528012;1973;2100;x
A・チェハブ;7002392;U03;1973;1998;2004;2012;3;2;32;0;0;5;0;L529009;1973;2100;x
F・チェハブ;7002393;U03;1973;1998;2004;2012;1;3;0;2;0;5;0;M529056;1973;2100;x
ダヘル;7002394;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529011;1973;2100;x
エル＝ハキーム・アメル;7002395;U03;1973;1998;2004;2012;1;4;0;3;0;5;0;L512006;1973;2100;x
エル＝ハムザ・マカウィ;7002396;U03;1973;1998;2004;2012;3;3;128;0;0;5;0;L512007;1973;2100;x
エル＝ニザル・アリ;7002397;U03;1973;1998;2004;2012;2;4;256;1;0;5;0;L556009;1973;2100;x
エル＝リハズ;7002398;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L556010;1973;2100;x
ファティ・パシャ;7002399;U03;1973;1998;2004;2012;0;2;0;1;0;5;0;L512008;1973;2100;x
フアド・パシャ;7002400;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;L512009;1973;2100;x
ガーネム;7002401;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;M529053;1973;2100;x
ガーイブ;7002402;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;L512010;1973;2100;x
ゴクタイ;7002403;U03;1973;1998;2004;2012;2;5;262271;2;0;5;0;L512011;1973;2100;x
ハムザ;7002404;U03;1973;1998;2004;2012;3;4;16;0;0;5;0;L512012;1973;2100;x
ジャド;7002405;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;M529059;1973;2100;x
カメル;7002406;U03;1973;1998;2004;2012;1;3;2;1;0;5;0;M512087;1973;2100;x
クラト;7002407;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L529017;1973;2100;x
ラフード;7002408;U03;1973;1998;2004;2012;2;2;16;1;0;5;0;L529018;1973;2100;x
メシト・パシャ;7002409;U03;1973;1998;2004;2012;2;4;2;1;0;5;0;M556032;1973;2100;x
ナイフ;7002410;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M556012;1973;2100;x
ナギブ;7002411;U03;1973;1998;2004;2012;1;4;1;2;0;5;0;M512088;1973;2100;x
ナウファイ;7002412;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M529045;1973;2100;x
ナシュラン;7002413;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;M512080;1973;2100;x
オベイド;7002414;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529020;1973;2100;x
ラマル;7002415;U03;1973;1998;2004;2012;3;3;2;1;0;5;0;L529022;1973;2100;x
レフェイ・パシャ;7002416;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;L512016;1973;2100;x
サブリ・パシャ;7002417;U03;1973;1998;2004;2012;1;3;2;1;0;5;0;M512007;1973;2100;x
サレー・パシャ;7002418;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;L512018;1973;2100;x
サリム・パシャ;7002419;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;L512019;1973;2100;x
サイド;7002420;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L556016;1973;2100;x
シャルバ;7002421;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L528021;1973;2100;x
シュマイト;7002422;U03;1973;1998;2004;2012;2;2;4;1;0;5;0;L529025;1973;2100;x
シリー・パシャ;7002423;U03;1973;1998;2004;2012;1;4;2;1;0;5;0;L512020;1973;2100;x
ソリマン;7002424;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;M512048;1973;2100;x
スレイマン;7002425;U03;1973;1998;2004;2012;3;2;4;0;0;5;0;L529026;1973;2100;x
タブリル・パシャ;7002426;U03;1973;1998;2004;2012;1;4;0;1;0;5;0;L512022;1973;2100;x
タフシアン;7002427;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;L529027;1973;2100;x
タウフィク;7002428;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L512023;1973;2100;x
トゥルクマニ;7002429;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L528023;1973;2100;x
ヤヒヤ・パシャ;7002430;U03;1973;1998;2004;2012;2;4;1;1;0;5;0;M512029;1973;2100;x
ジワール・パシャ;7002431;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;M512009;1973;2100;x
アブラシュ;7002432;U03;1973;1998;2004;2012;2;2;0;1;0;5;1;M528054;1973;2100;x
アフラタン・パシャ;7002433;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;M512083;1973;2100;x
アル＝ガウジ;7002434;U03;1973;1998;2004;2012;1;1;8704;0;0;5;1;M528024;1973;2100;x
アジミ・パシャ;7002435;U03;1973;1998;2004;2012;2;3;8192;1;0;5;1;M512096;1973;2100;x
エル＝アディル;7002436;U03;1973;1998;2004;2012;3;2;1024;0;0;5;1;M556034;1973;2100;x
フアド・パシャ;7002437;U03;1973;1998;2004;2012;2;2;0;0;0;5;1;L512009;1973;2100;x
ハミド・パシャ;7002438;U03;1973;1998;2004;2012;2;3;0;0;0;5;1;L512029;1973;2100;x
ジャド;7002439;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;M529059;1973;2100;x
ラフード;7002440;U03;1973;1998;2004;2012;3;2;4096;0;0;5;1;M529055;1973;2100;x
トゥシャローム;7002441;U03;1973;1998;2004;2012;3;3;1024;0;0;5;1;L529034;1973;2100;x
ジワール・パシャ;7002442;U03;1973;1998;2004;2012;1;3;0;0;0;5;1;M512009;1973;2100;x
アル＝アフィズ;7002443;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;M556035;1973;2100;x
アル＝カリク;7002444;U03;1973;1998;2004;2012;2;3;32768;1;0;5;2;M556036;1973;2100;x
アル＝ナセル;7002445;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L512001;1973;2100;x
アズミ・パシャ;7002446;U03;1973;1998;2004;2012;2;3;131072;1;0;5;2;M512096;1973;2100;x
エル＝ハムザ・マカウィ;7002447;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L512012;1973;2100;x
ガブリ;7002448;U03;1973;1998;2004;2012;3;2;32768;0;0;5;2;L529036;1973;2100;x
ジョハニ;7002449;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L528033;1973;2100;x
マーダラーニ;7002450;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L529037;1973;2100;x
ナウファイ;7002451;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M529045;1973;2100;x
サレム;7002452;U03;1973;1998;2004;2012;3;2;16384;0;0;5;2;L529040;1973;2100;x
ソリマン;7002453;U03;1973;1998;2004;2012;2;3;4096;1;0;5;2;M512048;1973;2100;x
タウフィク;7002454;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L512023;1973;2100;x
アクバル・カーン;7002455;U03;1973;1998;2004;2012;3;4;1;1;0;3;0;L280000;1973;2100;x
バルドルチ;7002456;U03;1973;1998;2004;2012;3;4;4;0;0;5;0;L280001;1973;2100;x
ダウド;7002457;U03;1973;1998;2004;2012;2;5;262271;3;0;5;0;L280002;1973;2100;x
エテマディ・カーン;7002458;U03;1973;1998;2004;2012;3;3;16;0;0;5;0;L280003;1973;2100;x
ガーニ・カーン;7002459;U03;1973;1998;2004;2012;2;4;1;2;0;5;0;L280004;1973;2100;x
ゴラム・ワリ;7002460;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L280005;1973;2100;x
ゴーズハム・カーン;7002461;U03;1973;1998;2004;2012;2;3;2;2;0;2;0;L280006;1973;2100;x
ハシム・カーン;7002462;U03;1973;1998;2004;2012;2;4;2;3;0;5;0;L280007;1973;2100;x
フサイン;7002463;U03;1973;1998;2004;2012;3;4;4;1;0;5;0;L280008;1973;2100;x
マズハラム・カーン;7002464;U03;1973;1998;2004;2012;3;4;16;0;0;3;0;L280009;1973;2100;x
セライ・カーン;7002465;U03;1973;1998;2004;2012;2;4;16;2;0;5;0;L280010;1973;2100;x
セルゲンテ;7002466;U03;1973;1998;2004;2012;3;5;262399;0;0;5;0;L280011;1973;2100;x
シャー・ガージ;7002467;U03;1973;1998;2004;2012;1;3;0;2;0;5;0;L280012;1973;2100;x
スレイマン・カーン;7002468;U03;1973;1998;2004;2012;2;4;16;0;0;5;0;L280013;1973;2100;x
タルジ・カーン;7002469;U03;1973;1998;2004;2012;3;3;16;1;0;5;0;L280014;1973;2100;x
ワリ・カーン;7002470;U03;1973;1998;2004;2012;1;3;64;1;0;5;0;L280015;1973;2100;x
ユヌス・カーン;7002471;U03;1973;1998;2004;2012;2;4;17;1;0;5;0;L280016;1973;2100;x
ザヒール;7002472;U03;1973;1998;2004;2012;1;4;0;2;0;5;0;L280017;1973;2100;x
フサイン;7002473;U03;1973;1998;2004;2012;3;2;0;1;0;5;1;L280018;1973;2100;x
ワリ・カーン;7002474;U03;1973;1998;2004;2012;2;2;512;1;0;5;1;L280019;1973;2100;x
ザヒール;7002475;U03;1973;1998;2004;2012;1;2;0;2;0;5;1;L280020;1973;2100;x
ダウド;7002476;U03;1973;1998;2004;2012;2;2;0;2;0;5;2;L280021;1973;2100;x
フェデリコ;7002477;U03;1973;1998;2004;2012;3;4;0;0;0;4;2;L280022;1973;2100;x
シェンク;7002478;U03;1973;1998;2004;2012;3;4;16384;1;0;5;2;L280023;1973;2100;x
セラフィニ;7002479;U03;1973;1998;2004;2012;3;5;4096;0;0;5;2;L280024;1973;2100;x
ザヒール;7002480;U03;1973;1998;2004;2012;1;3;0;2;0;5;2;L280025;1973;2100;x
アブラシュ;7002481;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M528054;1973;2100;x
アル＝アスラン;7002482;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L528001;1973;2100;x
アル＝フィクリ;7002483;U03;1973;1998;2004;2012;3;2;16;0;0;5;0;L528002;1973;2100;x
アル＝ガウジ;7002484;U03;1973;1998;2004;2012;1;3;64;1;0;5;0;M528024;1973;2100;x
アル＝クワウジ;7002485;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;M528049;1973;2100;x
アル＝シシャクリ;7002486;U03;1973;1998;2004;2012;2;3;0;2;0;5;0;M528051;1973;2100;x
アル＝ザイム;7002487;U03;1973;1998;2004;2012;2;3;0;2;0;5;0;M528047;1973;2100;x
アミエル;7002488;U03;1973;1998;2004;2012;2;5;262399;2;0;5;0;M528007;1973;2100;x
バラリン;7002489;U03;1973;1998;2004;2012;2;4;1;1;0;5;0;L528008;1973;2100;x
カンバス;7002490;U03;1973;1998;2004;2012;3;5;262271;0;0;5;0;M528046;1973;2100;x
カレ・ド・リュザンケイ;7002491;U03;1973;1998;2004;2012;2;5;262271;1;0;5;0;M528009;1973;2100;x
カトルー;7002492;U03;1973;1998;2004;2012;1;4;4;1;0;5;0;L24029;1973;2100;x
シャクール;7002493;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;L528012;1973;2100;x
シュナイエ;7002494;U03;1973;1998;2004;2012;2;4;256;1;0;5;0;L528013;1973;2100;x
デュペリエ;7002495;U03;1973;1998;2004;2012;2;3;32;1;0;5;0;M528052;1973;2100;x
ジュナン;7002496;U03;1973;1998;2004;2012;3;4;32;0;0;5;0;L528015;1973;2100;x
ジュルディエ;7002497;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L528016;1973;2100;x
マンガン;7002498;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L528017;1973;2100;x
モレル＝デルヴィル;7002499;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;L528018;1973;2100;x
ピュオー;7002500;U03;1973;1998;2004;2012;2;2;128;0;0;5;0;M528008;1973;2100;x
サルヴァ;7002501;U03;1973;1998;2004;2012;2;3;0;2;0;5;0;M528036;1973;2100;x
シャルバ;7002502;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L528021;1973;2100;x
シュタール;7002503;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L528022;1973;2100;x
トゥルクマニ;7002504;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L528023;1973;2100;x
フェアホイスト;7002505;U03;1973;1998;2004;2012;3;5;262527;0;0;5;0;L528024;1973;2100;x
アブラシュ;7002506;U03;1973;1998;2004;2012;2;2;0;1;0;5;1;M528054;1973;2100;x
アル＝ガウジ;7002507;U03;1973;1998;2004;2012;1;1;8704;0;0;5;1;M528024;1973;2100;x
カレ・ド・リュザンカイ;7002508;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;M528009;1973;2100;x
アル＝シシャクリ;7002509;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M528051;1973;2100;x
アミエル;7002510;U03;1973;1998;2004;2012;2;2;16384;1;0;5;2;M528007;1973;2100;x
クードレイ;7002511;U03;1973;1998;2004;2012;3;3;131072;0;0;5;2;M528010;1973;2100;x
デュペリエ;7002512;U03;1973;1998;2004;2012;3;3;4096;0;0;5;2;M528052;1973;2100;x
ジャン;7002513;U03;1973;1998;2004;2012;1;5;0;2;0;5;2;L528032;1973;2100;x
ジョハニ;7002514;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L528033;1973;2100;x
シル;7002515;U03;1973;1998;2004;2012;1;4;2;2;0;5;0;M528061;1973;2100;x
ヒンナーウィー;7002516;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M528076;1973;2100;x
アルラーズィー;7002517;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M528077;1973;2100;x
A・アフカーミ;7002518;U03;1973;1998;2004;2012;1;3;2;1;0;5;0;L440000;1973;2100;x
H・アフカーミ;7002519;U03;1973;1998;2004;2012;3;3;2;0;0;4;0;L440001;1973;2100;x
M・アフカーミ;7002520;U03;1973;1998;2004;2012;2;4;4;1;0;4;0;L440002;1973;2100;x
ガラマニ;7002521;U03;1973;1998;2004;2012;3;4;4;1;0;5;0;L440003;1973;2100;x
ゴラム・レザ・パーラヴィ;7002522;U03;1973;1998;2004;2012;1;3;4;2;0;5;0;L440004;1973;2100;x
