U08;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9007277;Minister of Armament;ヒル・イバラ・フアレス;43;FA;Submarine Proponent;high;M43009;x
9007278;Minister of Armament;エウセビオ・アヤラ;43;LWR;Battle Fleet Proponent;high;M43040;x
9007279;Minister of Armament;ワルテル・ゲベラ;43;LWR;Theoretical Scientist;high;M43096;x
9007280;Minister of Armament;エンリケ・バルディビエソ・アパリシオ;44;LWR;Resource Industrialist;high;M43067;x
9007281;Minister of Armament;フリアン・モンテジャーノ・カラスコ;45;LWR;Administrative Genius;high;M43056;x
9007282;Minister of Armament;アルベルト・ディエス・デ・メディナ;46;LWR;Corrupt Kleptocrat;high;M43086;x
9007283;Minister of Armament;ビクトル・パス・エステンソロ;47;LWR;Resource Industrialist;high;M43042;x
9007284;Minister of Armament;ロベルト・イノホーサ;36;LE;Infantry Proponent;high;M43024;x
9007285;Minister of Armament;ヴェルナー・グッテンベルク;44;ST;Strategic Air Proponent;high;M43123;x
9007286;Minister of Security;ホセ・フランス・タマヨ;36;SD;Crime Fighter;high;M43088;x
9007287;Minister of Security;フロリアン・サンブラナ;38;SD;Efficient Sociopath;high;M43125;x
9007288;Minister of Security;サルバトル・モラレス・ハウレヒ;36;SL;Man of the People;high;M43126;x
9007289;Minister of Security;フェリックス・A・アロマヨ;39;SL;Silent Lawyer;high;M43127;x
9007290;Minister of Security;カルロス・サリナス・アラマヨ;43;SL;Back Stabber;high;M43068;x
9007291;Minister of Security;マメルト・ウリオラヒテア・アリアケ;46;SL;Prince of Terror;high;M43129;x
9007292;Minister of Security;フェリックス・A・アロマヨ;36;SC;Silent Lawyer;high;M43127;x
9007293;Minister of Security;ホセ・サントス・キンテロス;39;SC;Compassionate Gentleman;high;M43005;x
9007294;Minister of Security;エドゥアルド・アンセ・マティエンソ;44;SC;Crooked Kleptocrat;high;M43076;x
9007295;Minister of Security;ファビアン・バカ・チャベス;45;SC;Prince of Terror;high;M43082;x
9007296;Minister of Security;カルロス・ブランコ・ガリンド;47;SC;Crooked Kleptocrat;high;M43134;x
9007297;Minister of Security;モリッツ・ホッホシルト;39;PA;Compassionate Gentleman;high;M43004;x
9007298;Minister of Security;シモン・I・パティーニョ;40;PA;Crime Fighter;high;M43038;x
9007299;Minister of Security;アルベルト・オストリア・グティエレス;42;PA;Back Stabber;high;M43075;x
9007300;Minister of Security;カルロス・サリナス・アラマヨ;43;PA;Prince of Terror;high;M43068;x
9007301;Minister of Security;エドウィン・メラー;36;FA;Prince of Terror;high;M43015;x
9007302;Minister of Security;ビクトル・パス・エステンソロ;37;LWR;Man of the People;high;M43042;x
9007303;Minister of Security;ルイス・グアチャリャ・ソラレス;43;LWR;Back Stabber;high;M43066;x
9007304;Minister of Security;ワルテル・ゲベラ;43;LWR;Prince of Terror;high;M43096;x
9007305;Minister of Security;アルベルト・ディエス・デ・メディナ;44;LWR;Crooked Kleptocrat;high;M43086;x
9007306;Minister of Security;エンリケ・バルディビエソ・アパリシオ;46;LWR;Efficient Sociopath;high;M43067;x
9007307;Minister of Security;グンナル・メンドーサ・ロサ;47;LWR;Compassionate Gentleman;high;M43146;x
9007308;Minister of Security;ファン・レチン・オケンド;36;ST;Back Stabber;high;M43025;x
9007309;Head of Military Intelligence;ビクトル・パス・エステンソロ;36;SD;Political Specialist;high;M43042;x
9007310;Head of Military Intelligence;ホセ・マリア・グティエレス;36;SL;Industrial Specialist;high;M43003;x
9007311;Head of Military Intelligence;フラチェスコ・ピエリーニ;43;SL;Political Specialist;high;M43071;x
9007312;Head of Military Intelligence;アニセト・ソラレス;46;SL;Dismal Enigma;high;M43092;x
9007313;Head of Military Intelligence;カルロス・サリナス・アラマヨ;36;SC;Technical Specialist;high;M43068;x
9007314;Head of Military Intelligence;エドゥアルド・アンセ・マティエンソ;39;SC;Political Specialist;high;M43076;x
9007315;Head of Military Intelligence;シモン・I・パティーニョ;44;SC;Industrial Specialist;high;M43038;x
9007316;Head of Military Intelligence;ファン・ロペス・イ・ロペス;45;SC;Logistics Specialist;high;M43156;x
9007317;Head of Military Intelligence;ホセ・サントス・キンテロス;40;PA;Dismal Enigma;high;M43005;x
9007318;Head of Military Intelligence;ファン・サンヒネス;36;FA;Industrial Specialist;high;M43016;x
9007319;Head of Military Intelligence;アルベルト・オストリア・グティエレス;43;FA;Dismal Enigma;high;M43075;x
9007320;Head of Military Intelligence;ファビアン・バカ・チャベス;43;PA;Naval Intelligence Specialist;high;M43082;x
9007321;Head of Military Intelligence;アルベルト・ディエス・デ・メディナ;43;LWR;Technical Specialist;high;M43086;x
9007322;Head of Military Intelligence;ワルテル・ゲベラ;46;LWR;Technical Specialist;high;M43096;x
9007323;Head of Military Intelligence;ギリェルモ・ローラ;36;ST;Logistics Specialist;high;M43021;x
9007324;Head of Military Intelligence;ヴェルナー・グッテンベルク;44;ST;Logistics Specialist;high;M43123;x
9007325;Head of Military Intelligence;ルイス・グアチャリャ・ソラレス;46;LE;Political Specialist;high;M43066;x
9007326;Chief of Staff;ヘルマン・ブッシュ・ベセラ;36;SD;School of Manoeuvre;high;M43032;x
9007327;Chief of Staff;ワルド・ベルモンテ・ポール;36;SL;School of Psychology;high;M43034;x
9007328;Chief of Staff;カルロス・キンタニジャ・キロガ;36;SC;School of Defence;high;M43037;x
9007329;Chief of Staff;ラファエル・フランコ・ラフェル;40;SC;School of Fire Support;high;M43033;x
9007330;Chief of Staff;トマス・モンヘ・グティエレス;47;SC;School of Mass Combat;high;M43039;x
9007331;Chief of Staff;エンリケ・ペニャランダ・カスティリョ;40;PA;School of Mass Combat;high;M43045;x
9007332;Chief of Staff;カルロス・ブランコ・ガリンド;42;PA;School of Psychology;high;M43134;x
9007333;Chief of Staff;カルロス・アルタミラノ;36;FA;School of Fire Support;high;M43006;x
9007334;Chief of Staff;ホセ・パストル・バルディビセオ;43;LWR;School of Mass Combat;high;M43167;x
9007335;Chief of Staff;グスタボ・チャコン・モラレス;45;LWR;School of Defence;high;M43090;x
9007336;Chief of Staff;ロベルト・イノホーサ;36;LE;School of Psychology;high;M43024;x
9007337;Chief of Staff;グンナル・メンドーサ・ロサ;44;ST;School of Mass Combat;high;M43146;x
9007338;Chief of Army;ダビッド・トロ・ルイロバ;36;SD;Decisive Battle Doctrine;high;M43048;x
9007339;Chief of Army;マメルト・ウリオラヒテア・アリアケ;37;SD;Guns and Butter Doctrine;high;M43129;x
9007340;Chief of Army;ロドルフォ・モンタルボ・ルイス;37;SL;Elastic Defence Doctrine;high;M43182;x
9007341;Chief of Army;カルロス・ブランコ・ガリンド;44;SC;Decisive Battle Doctrine;high;M43134;x
9007342;Chief of Army;エンリケ・ペニャランダ・カスティリョ;39;PA;Static Defence Doctrine;high;M43045;x
9007343;Chief of Army;グアルベルト・ビジャロエル・ロペス;43;PA;Elastic Defence Doctrine;high;M43188;x
9007344;Chief of Army;マリアーノ・バプティスタ;36;FA;Armoured Spearhead Doctrine;high;M43018;x
9007345;Chief of Army;グアルベルト・ビジャロエル・ロペス;43;LWR;Static Defence Doctrine;high;M43188;x
9007346;Chief of Army;トマス・モンヘ・グティエレス;45;LWR;Armoured Spearhead Doctrine;high;M43039;x
9007347;Chief of Army;エンリケ・バルディビエソ・アパリシオ;46;LWR;Guns and Butter Doctrine;high;M43067;x
9007348;Chief of Army;ロベルト・イノホーサ;36;LE;Guns and Butter Doctrine;high;M43024;x
9007349;Chief of Navy;エウセビオ・アヤラ;36;SL;Decisive Naval Battle Doctrine;high;M43040;x
9007350;Chief of Navy;フェリックス・A・アロマヨ;46;SL;Indirect Approach Doctrine;high;M43127;x
9007351;Chief of Navy;アルベルト・オストリア・グティエレス;36;SC;Power Projection Doctrine;high;M43075;x
9007352;Chief of Navy;アニセト・ソラレス;42;SC;Open Seas Doctrine;high;M43092;x
9007353;Chief of Navy;ギリェルモ・アランチャ・バスト;47;SC;Indirect Approach Doctrine;high;M43200;x
9007354;Chief of Navy;ルイス・アランドス・ビリャ;40;PA;Power Projection Doctrine;high;M43019;x
9007355;Chief of Navy;ファン・メチン;36;FA;Base Control Doctrine;high;M43013;x
9007356;Chief of Navy;フリアン・モンテジャーノ・カラスコ;43;LWR;Base Control Doctrine;high;M43056;x
9007357;Chief of Navy;アルベルト・ディエス・デ・メディナ;46;LWR;Open Seas Doctrine;high;M43086;x
9007358;Chief of Navy;ダニエル・サンチェス・ブスタマンテ;36;LE;Base Control Doctrine;high;M43023;x
9007359;Chief of Navy;ロベルト・イノホーサ;44;LE;Open Seas Doctrine;high;M43024;x
9007360;Chief of Air Force;ダビッド・トロ・ルイロバ;36;SD;Air Superiority Doctrine;high;M43048;x
9007361;Chief of Air Force;ワルテル・ゲベラ;37;SD;Naval Aviation Doctrine;high;M43096;x
9007362;Chief of Air Force;ホセ・マリア・グティエレス;36;SL;Army Aviation Doctrine;high;M43003;x
9007363;Chief of Air Force;フラチェスコ・ピエリーニ;43;SL;Naval Aviation Doctrine;high;M43071;x
9007364;Chief of Air Force;フリアン・モンテジャーノ・カラスコ;46;SL;Air Superiority Doctrine;high;M43056;x
9007365;Chief of Air Force;ホセ・サントス・キンテロス;36;SC;Army Aviation Doctrine;high;M43005;x
9007366;Chief of Air Force;マリオ・トレス;44;SC;Vertical Envelopment Doctrine;high;M43014;x
9007367;Chief of Air Force;アルベルト・オストリア・グティエレス;47;SC;Air Superiority Doctrine;high;M43075;x
9007368;Chief of Air Force;ホルヘ・ホルダン;40;PA;Carpet Bombing Doctrine;high;M43020;x
9007369;Chief of Air Force;ファビアン・バカ・チャベス;36;FA;Naval Aviation Doctrine;high;M43082;x
9007370;Chief of Air Force;エンリケ・バルディビエソ・アパリシオ;43;LWR;Army Aviation Doctrine;high;M43067;x
9007371;Chief of Air Force;エクトール・ビルバオ・ロハ;44;LWR;Army Aviation Doctrine;high;M43010;x
9007372;Chief of Air Force;アルベルト・サラレギ・サンチェス;36;LE;Vertical Envelopment Doctrine;high;M43030;x
9007373;Head of State;エドウィン・メラー;44;PA;Popular Figurehead;high;M43015;x
9007374;Chief of Army;トマス・モンヘ・グティエレス;44;PA;Armoured Spearhead Doctrine;high;M43039;x
9007375;Head of State;エンリケ・エルツォグ・ガライサバル;47;SC;Barking Buffoon;high;M43053;x
9007376;Head of State;マメルト・ウリオラヒテア・アリアケ;49;ML;Autocratic Charmer;high;M43129;x
9007377;Head of State;ウーゴ・バリビアン・ロハス;51;SL;Resigned Generalissimo;high;M43077;x
9007378;Head of Government;Hエルナン・シレス・シアソ;52;SD;Ambitious Union Boss;high;M43225;x
9007379;Foreign Minister;ヌフロ・チャベス・オルティス;52;SD;Iron Fisted Brute;high;M42226;x
9007380;Head of Government;ウーゴ・バリビアン・ロハス;51;SL;Old General;high;M43077;x
9007381;Head of State;グテイロ・ヴァルガス;36;LWR;Autocratic Charmer;high;M34001;x
9007382;Head of Government;グテイロ・ヴァルガス;36;LWR;Naive Optimist;high;M34001;x
9007383;Foreign Minister;ホセ・デ・マセド・ソアレス;36;LWR;Iron Fisted Brute;high;M34003;x
9007384;Minister of Armament;カフェ・フィルホ;36;SD;Military Entrepreneur;high;M34004;x
9007385;Minister of Security;マルコンデス・フィルホ;36;SD;Crime Fighter;high;M34005;x
9007386;Head of Military Intelligence;フィリント・ムーラー;36;SD;Political Specialist;high;M34006;x
9007387;Chief of Staff;ガスパール・デュトラ;36;LWR;School of Defence;high;M34007;x
9007388;Chief of Army;ジョアオ・ネヴェス・ダ・フォントゥーラ;36;LWR;Static Defence Doctrine;high;M34008;x
9007389;Chief of Navy;アリステイデス・ギレム;36;SD;Open Seas Doctrine;high;M34009;x
9007390;Chief of Air Force;サルガド・フィルホ;36;LWR;Army Aviation Doctrine;high;M34010;x
9007391;Head of State;ルイス・カルロス・プレステス;36;ST;Die-hard Reformer;high;M34051;x
9007392;Head of State;ネロ・フィウザ・デ・カストロ;45;SD;Benevolent Gentleman;high;M34031;x
9007393;Head of State;エドゥアルド・ゴメス;37;ML;Stern Imperialist;high;M34021;x
9007394;Head of State;ワシントン・ルイ・ペレイラ;43;SC;Insignificant Layman;high;M34066;x
9007395;Head of State;ガスパール・デュトラ;45;SC;Weary Stiffneck;high;M34011;x
9007396;Head of State;プリニオ・サルガド;36;FA;Powerhungry Demagogue;high;M34041;x
9007397;Head of Government;ルイス・カルロス・プレステス;36;ST;Smiling Oilman;high;M34051;x
9007398;Head of Government;ネロ・フィウザ・デ・カストロ;45;SD;Naive Optimist;high;M34031;x
9007399;Head of Government;エドゥアルド・ゴメス;37;ML;Flamboyant Tough Guy;high;M34021;x
9007400;Head of Government;ワシントン・ルイ・ペレイラ;43;SC;Naive Optimist;high;M34066;x
9007401;Head of Government;ガスパール・デュトラ;45;PA;Old General;high;M34011;x
9007402;Head of Government;プリニオ・サルガド;36;FA;Backroom Backstabber;high;M34041;x
9007403;Foreign Minister;オズワルド・アラーナ;38;LWR;Biased Intellectual;high;M34076;x
9007404;Foreign Minister;ペドロ・レオン・ヴェロソ;44;LWR;Great Compromiser;high;M34077;x
9007405;Foreign Minister;ヘンリー・バーガー;39;ST;Ideological Crusader;high;M34053;x
9007406;Foreign Minister;オスカー・ワインシェンク;42;LE;The Cloak N Dagger Schemer;high;M34079;x
9007407;Foreign Minister;マリオ・ピメンテル・ブランダオ;37;SD;The Cloak N Dagger Schemer;high;M34080;x
9007408;Foreign Minister;オタヴィオ・マンガベイラ;45;SD;Great Compromiser;high;M34033;x
9007409;Foreign Minister;オタヴィオ・マンガベイラ;37;ML;The Cloak N Dagger Schemer;high;M34033;x
9007410;Foreign Minister;アフラニオ・デ・メロ・フランコ;39;ML;Great Compromiser;high;M34083;x
9007411;Foreign Minister;アキル・デ・ナシメント・パエス;43;ML;Biased Intellectual;high;M34084;x
9007412;Foreign Minister;パソ・フェルナンデス・モラ;43;SC;Ideological Crusader;high;M34086;x
9007413;Foreign Minister;S・デ・ソウサ・レオン・グレイシー;46;SC;Biased Intellectual;high;M34087;x
9007414;Foreign Minister;ラウル・フェルナンデス;47;SC;Great Compromiser;high;M34013;x
9007415;Foreign Minister;ジョアオ・ネヴェス・ダ・フォントゥーラ;45;SC;General Staffer;high;M34008;x
9007416;Foreign Minister;ミグエル・コスタス;37;FA;Iron Fisted Brute;high;M34043;x
9007417;Foreign Minister;プリニオ・サルガド;42;FA;Apologetic Clerk;high;M34041;x
9007418;Foreign Minister;ニュートン・キャヴァルキャンティ;44;FA;General Staffer;high;M34047;x
9007419;Minister of Armament;ジャヌアリオ・コエルホ・ネト;37;LWR;Tank Proponent;high;M34093;x
9007420;Minister of Armament;ホセ・デ・マセド・ソアレス;39;LWR;laissez-faire capitalist;high;M34003;x
9007421;Minister of Armament;グテイロ・ヴァルガス;41;LWR;Administrative Genius;high;M34001;x
9007422;Minister of Armament;アグスティン・ジュアレズ・フォルハ;43;LWR;Corrupt Kleptocrat;high;M34096;x
9007423;Minister of Armament;ヘンリー・バーガー;41;ST;Air Superiority Proponent;high;M34053;x
9007424;Minister of Armament;ルイス・カルロス・プレステス;45;SD;Strategic Air Proponent;high;M34051;x
9007425;Minister of Armament;アメリコ・デ・アルメイダ;37;ML;Resource Industrialist;high;M34024;x
9007426;Minister of Armament;ガスタオ・ダ・クンハ・バヒアナ;39;ML;Theoretical Scientist;high;M34103;x
9007427;Minister of Armament;ホセ・リナーレス・フィルホ;40;ML;laissez-faire capitalist;high;M34104;x
9007428;Minister of Armament;エドゥアルド・ゴメス;43;ML;Air to Ground Proponent;high;M34021;x
9007429;Minister of Armament;エリセウ・F・デ・モンタロヨス;45;ML;Air Superiority Proponent;high;M34106;x
9007430;Minister of Armament;ワシントン・ルイ・ペレイラ;43;SC;Administrative Genius;high;M34066;x
9007431;Minister of Armament;アフラニオ・デ・メロ・フランコ;42;SC;Battle Fleet Proponent;high;M34083;x
9007432;Minister of Armament;ガスタオ・ヴィディガル;45;SC;Resource Industrialist;high;M34014;x
9007433;Minister of Armament;グスタヴォ・バロッソ;46;SC;Submarine Proponent;high;M34044;x
9007434;Minister of Armament;グスタヴォ・バロッソ;37;FA;Military Entrepreneur;high;M34044;x
9007435;Minister of Armament;ワルデマール・コスタ・ネト;41;FA;Infantry Proponent;high;M34112;x
9007436;Minister of Armament;カルロス・フェレイラ・デ・カマルゴ;43;FA;laissez-faire capitalist;high;M34113;x
9007437;Minister of Security;ペドロ・レオン・ヴェロソ;37;LWR;Compassionate Gentleman;high;M34077;x
9007438;Minister of Security;マニュエル・A・ヴェナンチオ;40;LWR;Man of the People;high;M34035;x
9007439;Minister of Security;マリオ・ピメンテル・ブランダオ;43;LWR;Crooked Kleptocrat;high;M34080;x
9007440;Minister of Security;カルロス・アブグア・バストス;39;ST;Prince of Terror;high;M34055;x
9007441;Minister of Security;アデマル・デ・カルヴァルホ・ゴメス;44;ST;Man of the People;high;M34119;x
9007442;Minister of Security;ギルヘルメ・グインル・デ・シルヴィオ;39;SD;Efficient Sociopath;high;M34118;x
9007443;Minister of Security;オスカー・ワインシェンク;41;SD;Silent Lawyer;high;M34079;x
9007444;Minister of Security;カルロス・アブグア・バストス;45;SD;Back Stabber;high;M34055;x
9007445;Minister of Security;コスタ・ネト;37;ML;Compassionate Gentleman;high;M34015;x
9007446;Minister of Security;メスキート・ダ・コスタ;39;ML;Silent Lawyer;high;M34025;x
9007447;Minister of Security;テオトニオ・ダ・フォンセカ;43;ML;Prince of Terror;high;M34126;x
9007448;Minister of Security;ラウル・フェルナンデス;43;SC;Back Stabber;high;M34013;x
9007449;Minister of Security;エピタシオ・ダ・シルヴァ・ペソア;45;SC;Crime Fighter;high;M34128;x
9007450;Minister of Security;テオトニオ・ダ・フォンセカ;46;SC;Prince of Terror;high;M34126;x
9007451;Minister of Security;カルロス・アルメイダ・ネト;47;SC;Efficient Sociopath;high;M34130;x
9007452;Minister of Security;リカルド・カシアーノ;37;FA;Efficient Sociopath;high;M34045;x
9007453;Minister of Security;カルロス・フェレイラ・デ・カマルゴ;40;FA;Prince of Terror;high;M34113;x
9007454;Minister of Security;カルロス・アルメイダ・ネト;43;FA;Back Stabber;high;M34130;x
9007455;Head of Military Intelligence;ロウリーノ・ヴォルタ・レドンド;39;LWR;Logistics Specialist;high;M34134;x
9007456;Head of Military Intelligence;アウスト・デ・ソウザ・エ・シルヴァ;43;LWR;Political Specialist;high;M34056;x
9007457;Head of Military Intelligence;アデマル・デ・カルヴァルホ・ゴメス;43;ST;Naval Intelligence Specialist;high;M34119;x
9007458;Head of Military Intelligence;マニュエル・A・ヴェナンチオ;45;SD;Technical Specialist;high;M34035;x
9007459;Head of Military Intelligence;コスタ・ネト;37;ML;Naval Intelligence Specialist;high;M34015;x
9007460;Head of Military Intelligence;メスキート・ダ・コスタ;39;ML;Dismal Enigma;high;M34025;x
9007461;Head of Military Intelligence;ロドリゴ・オクタヴィオ;45;ML;Political Specialist;high;M34143;x
9007462;Head of Military Intelligence;ペドロ・ペロッティ;43;SC;Dismal Enigma;high;M34144;x
9007463;Head of Military Intelligence;リカルド・カシアーノ;37;FA;Political Specialist;high;M34045;x
9007464;Head of Military Intelligence;カルロス・アルメイダ・ネト;44;FA;Logistics Specialist;high;M34130;x
9007465;Chief of Staff;マガルハエス・バラタ・デ・アゼヴェド;43;LWR;School of Manoeuvre;high;M34037;x
9007466;Chief of Staff;ルイス・カルロス・プレステス;39;ST;School of Mass Combat;high;M34051;x
9007467;Chief of Staff;ネロ・フィウザ・デ・カストロ;45;SD;School of Mass Combat;high;M34031;x
9007468;Chief of Staff;エンリケ・テイシェイラ・ロット;37;ML;School of Fire Support;high;M34027;x
9007469;Chief of Staff;アルジェミロ・アシス;39;ML;School of Defence;high;M34154;x
9007470;Chief of Staff;アウグスト・ダ・ガマ・レイロス;43;ML;School of Manoeuvre;high;M34155;x
9007471;Chief of Staff;メスキート・ダ・コスタ;45;ML;School of Mass Combat;high;M34025;x
9007472;Chief of Staff;ガスパール・デュトラ;43;SC;School of Mass Combat;high;M34011;x
9007473;Chief of Staff;ジョアオ・ネヴェス・ダ・フォントゥーラ;45;SC;School of Defence;high;M34008;x
9007474;Chief of Staff;ニュートン・キャヴァルキャンティ;37;FA;School of Psychology;high;M34047;x
9007475;Chief of Staff;トマス・セビスタオ・デ・メンドンサ;43;FA;School of Mass Combat;high;M34161;x
9007476;Chief of Army;ガスパール・デュトラ;37;LWR;Static Defence Doctrine;high;M34011;x
9007477;Chief of Army;シロ・メイアレズ;43;LWR;Elastic Defence Doctrine;high;M34058;x
9007478;Chief of Army;マリオ・ダ・シルヴァ・カマルゴ;41;ST;Guns and Butter Doctrine;high;M34165;x
9007479;Chief of Army;マガルハエス・バラタ・デ・アゼヴェド;39;SD;Armoured Spearhead Doctrine;high;M34037;x
9007480;Chief of Army;ネロ・フィウザ・デ・カストロ;45;SD;Elastic Defence Doctrine;high;M34031;x
9007481;Chief of Army;エンリケ・テイシェイラ・ロット;37;ML;Decisive Battle Doctrine;high;M34027;x
9007482;Chief of Army;アルジェミロ・アシス;39;ML;Static Defence Doctrine;high;M34154;x
9007483;Chief of Army;アウグスト・ダ・ガマ・レイロス;43;ML;Armoured Spearhead Doctrine;high;M34155;x
9007484;Chief of Army;メスキート・ダ・コスタ;45;ML;Elastic Defence Doctrine;high;M34025;x
9007485;Chief of Army;ゴエス・モンテイロ;43;SC;Guns and Butter Doctrine;high;M34018;x
9007486;Chief of Army;ガスパール・デュトラ;45;SC;Static Defence Doctrine;high;M34011;x
9007487;Chief of Army;トマス・セビスタオ・デ・メンドンサ;37;FA;Guns and Butter Doctrine;high;M34161;x
9007488;Chief of Army;ニュートン・キャヴァルキャンティ;43;FA;Decisive Battle Doctrine;high;M34047;x
9007489;Chief of Navy;アルヴァロ・デ・ソウザ;37;LWR;Indirect Approach Doctrine;high;M34059;x
9007490;Chief of Navy;モレイラ・リマ;39;SD;Power Projection Doctrine;high;M34039;x
9007491;Chief of Navy;ホルヘ・マーティンズ;37;ML;Base Control Doctrine;high;M34029;x
9007492;Chief of Navy;シルヴィオ・デ・ノローナ;43;SC;Open Seas Doctrine;high;M34019;x
9007493;Chief of Navy;フロリアノ・ペイショット;45;SC;Decisive Naval Battle Doctrine;high;M34182;x
9007494;Chief of Navy;タルシシオ・パディラ;37;FA;Decisive Naval Battle Doctrine;high;M34049;x
9007495;Chief of Air Force;エパミノンダス・ドス・サントス;43;LWR;Air Superiority Doctrine;high;M34040;x
9007496;Chief of Air Force;アグリベルト・ヴィエイラ;39;ST;Naval Aviation Doctrine;high;M34060;x
9007497;Chief of Air Force;レオネル・ベネヴィデス・デ・レゼンデ;44;ST;Vertical Envelopment Doctrine;high;M34187;x
9007498;Chief of Air Force;ネロ・モウラ;37;ML;Vertical Envelopment Doctrine;high;M34030;x
9007499;Chief of Air Force;フィゲイラ・デ・アルメイダ;43;SC;Army Aviation Doctrine;high;M34020;x
9007500;Chief of Air Force;エドゥアルド・ゴメス;45;SC;Army Aviation Doctrine;high;M34021;x
9007501;Chief of Air Force;モウラオ・フィルホ;37;FA;Carpet Bombing Doctrine;high;M34050;x
9007502;Head of State;ホセ・リナーレス・フィルホ;45;SC;Popular Figurehead;high;M34104;x
9007503;Foreign Minister;ラオウル・フェルナンデス;36;SC;Great Compromiser;high;M34013;x
9007504;Head of State;グテイロ・ヴァルガス;51;SC;Die-hard Reformer;high;M34001;x
9007505;Head of State;アフラニオ・デ・メロ・フランコ;51;SD;Benevolent Gentleman;high;M34083;x
9007506;Head of Government;カフェ・フィリォ;51;SC;Silent Workhorse;high;M34004;x
9007507;Head of Government;アフラニオ・デ・メロ・フランコ;51;SD;Naive Optimist;high;M34083;x
9007508;Foreign Minister;マニュエル・A・ヴェナンチオ;51;SD;Biased Intellectual;high;M34035;x
9007509;Minister of Armament;ヴィンセント・ラオン;51;SC;laissez-faire capitalist;high;M34200;x
9007510;Minister of Armament;S・ラウリオーノ・デ・オリヴィエラ;51;SD;Resource Industrialist;high;M34201;x
9007511;Minister of Security;ホセ・デ・マセド・ソアレス;51;SC;Compassionate Gentleman;high;M34202;x
9007512;Minister of Security;オラシオ・ラフェル;51;SD;Crime Fighter;high;M34203;x
9007513;Head of Military Intelligence;ラオウル・フェルナンデス;51;SC;Political Specialist;high;M34013;x
9007514;Head of Military Intelligence;オラシオ・ラフェル;51;SD;Dismal Enigma;high;M34203;x
9007515;Chief of Staff;アマウリ・クルエル;51;SC;School of Manoeuvre;high;L31091;x
9007516;Chief of Army;アルトゥール・タ・コスタ・エ・シルヴァ;51;SC;Decisive Battle Doctrine;high;L31012;x
9007517;Chief of Air Force;イスマエル・モッタ・パエス;45;SC;Air Superiority Doctrine;high;L31078;x
9007518;Head of State;アルトゥーロ・アレッサンドリ・パルマ;36;SL;Stern Imperialist;high;M44001;x
9007519;Head of Government;グスタボ・ロス・サンタ・マリア;36;SL;Naive Optimist;high;M44002;x
9007520;Foreign Minister;ミゲル・クルチャガ・タコマール;36;SL;Iron Fisted Brute;high;M44003;x
9007521;Minister of Armament;エドゥアルド・イルマン;36;SL;Resource Industrialist;high;M44004;x
9007522;Minister of Security;アルトゥーロ・アレッサンドリ・パルマ;36;SL;Compassionate Gentleman;high;M44001;x
9007523;Head of Military Intelligence;フリオ・アラルド・ピント;36;SL;Naval Intelligence Specialist;high;M44006;x
9007524;Chief of Staff;C・J・デ・ラ・モッテ;36;SL;School of Fire Support;high;M44007;x
9007525;Chief of Army;E・ノボア・フエンテス;36;SL;Static Defence Doctrine;high;M44008;x
9007526;Chief of Navy;C・J・デ・ラ・モッテ;36;SL;Open Seas Doctrine;high;M44007;x
9007527;Chief of Air Force;ダリオ・ムヒカ・ガンボア;36;SL;Air Superiority Doctrine;high;M44010;x
9007528;Head of State;ペドロ・アギレ・セルダ;38;SD;Benevolent Gentleman;high;M44031;x
9007529;Head of State;アントニオ・J・ロイス・モラレス;42;SD;Weary Stiffneck;high;M44032;x
9007530;Head of State;ガブリエル・ゴンサレス・ビデラ;46;SD;Popular Figurehead;high;M44033;x
9007531;Head of State;カルロス・イバニェス・デル・カンポ;46;SC;Resigned Generalissimo;high;M44035;x
9007532;Head of State;カルロス・イバニェス・デル・カンポ;42;PA;Resigned Generalissimo;high;M44035;x
9007533;Head of State;J・G・フォン・マレース;38;FA;Autocratic Charmer;high;M44011;x
9007534;Head of State;マーマデューク・グロベ;38;LE;Barking Buffoon;high;M44021;x
9007535;Head of State;サルバドル・アジェンデ;45;LWR;Die-hard Reformer;high;M44039;x
9007536;Head of Government;ペドロ・アギレ・セルダ;38;SD;Political Protege;high;M44031;x
9007537;Head of Government;アントニオ・J・ロイス・モラレス;42;SD;Flamboyant Tough Guy;high;M44032;x
9007538;Head of Government;ガブリエル・ゴンサレス・ビデラ;46;SD;Backroom Backstabber;high;M44033;x
9007539;Head of Government;アルトゥーロ・アレッサンドリ・パルマ;37;SL;Smiling Oilman;high;M44001;x
9007540;Head of Government;グスタボ・ロス・サンタ・マリア;38;SC;Naive Optimist;high;M44002;x
9007541;Head of Government;マヌエル・モラ・ミランダ;42;SC;Happy Amateur;high;M44045;x
9007542;Head of Government;カルロス・イバニェス・デル・カンポ;42;PA;Old General;high;M44035;x
9007543;Head of Government;ミサエル・ガリェギリョス;38;FA;Ambitious Union Boss;high;M44012;x
9007544;Head of Government;C・L・ブレスト・リフォ;38;LE;Old Admiral;high;M44022;x
9007545;Head of Government;マーマデューク・グロベ;42;LE;old airmarshal;high;M44021;x
9007546;Head of Government;サルバドル・アジェンデ;45;LWR;Naive Optimist;high;M44039;x
9007547;Foreign Minister;アブラーム・オルエガ・アグアヨ;38;SD;Iron Fisted Brute;high;M44051;x
9007548;Foreign Minister;クリストバル・サエンス・セルダ;40;SD;Apologetic Clerk;high;M44052;x
